customer_id,age,region,employment_type,industry,vintage,annual_income,bureau_score,dti,utilization,ltv,ead,lgd_actual,pd_score,default_flag,shap_age,shap_bureau_score,shap_dti,shap_utilization,shap_region,shap_employment_type
5043,38,West,SelfEmployed,Construction,2026Q1,88369.11,534.0,46.85,1.69,26.63,158418.71,0.6154,0.43358,1,0.0448,0.2327,0.0316,-0.1424,0.0278,0.0675
5044,61,West,Business,Retail,2026Q1,105261.53,,54.72,40.59,94.54,99999.28,0.4797,0.19752,0,-0.0954,0.1537,0.053,-0.0225,0.0226,0.0
5045,63,South,Salaried,Transport,2026Q1,103217.17,672.0,38.36,51.86,90.2,153793.44,0.4828,0.06879,0,-0.0334,-0.0142,-0.0018,0.0012,0.0,-0.0067
5046,37,West,SelfEmployed,Retail,2026Q1,68033.75,,48.64,100.0,81.67,108681.73,0.3895,0.57904,1,0.0541,0.2477,0.0416,0.1477,0.0287,0.0729
5047,27,West,Salaried,IT,2026Q1,33335.58,710.0,47.65,68.02,56.74,20567.31,0.3363,0.11577,0,0.0536,-0.1044,0.0185,0.0255,0.0146,-0.0159
5048,51,South,Salaried,Retail,2026Q1,78424.65,,53.15,28.02,42.34,218814.24,0.4668,0.27953,0,-0.0294,0.1154,0.0406,-0.0473,0.0,-0.0207
5049,48,South,Business,Manufacturing,2026Q1,98821.87,695.0,39.03,74.4,24.21,302200.98,0.3556,0.10031,0,-0.0075,-0.0518,-0.0017,0.0223,0.0,0.0
5050,48,South,Business,Transport,2026Q1,83914.4,671.0,55.87,80.45,73.42,145581.57,0.342,0.15437,0,-0.0122,-0.0352,0.0403,0.0457,0.0,0.0
5051,62,North,SelfEmployed,Healthcare,2026Q1,73595.65,621.0,53.86,42.74,52.22,171090.49,0.3724,0.21736,0,-0.0765,0.0395,0.0349,-0.0124,0.0,0.0374
5052,46,South,Business,Construction,2026Q1,76964.12,,30.84,49.4,94.35,131259.89,0.3918,0.1146,0,-0.0031,0.0209,-0.0212,-0.0008,0.0,0.0
5053,75,North,Business,Healthcare,2026Q1,96953.26,624.0,46.27,59.48,60.88,130193.32,0.6132,0.07966,0,-0.0998,0.0217,0.0102,0.0093,0.0,0.0
5054,33,South,Business,Retail,2026Q1,56264.62,693.0,39.5,59.62,60.04,126122.86,0.5669,0.13921,0,0.0315,-0.06,-0.0011,0.0118,0.0,0.0
5055,40,East,Salaried,IT,2026Q1,73172.98,467.0,80.6,47.39,40.75,63682.36,0.588,0.64068,0,0.03,0.4628,0.1905,-0.0065,0.0,-0.0244
5056,40,East,Salaried,Manufacturing,2026Q1,93551.88,593.0,68.48,24.38,95.8,259773.59,0.5413,0.26243,1,0.0261,0.1023,0.0945,-0.0635,0.0,-0.0238
5057,48,East,Business,Retail,2026Q1,95090.81,629.0,63.74,11.66,16.2,106781.23,0.5009,0.11437,0,-0.0106,0.0261,0.0491,-0.0662,0.0,0.0
5058,66,South,Business,Retail,2026Q1,131739.5,698.0,40.04,26.94,59.52,245198.82,0.2961,0.02812,0,-0.0257,-0.0224,0.0,-0.0104,0.0,0.0
5059,38,North,Salaried,Retail,2026Q1,23424.29,,77.5,35.99,44.12,32410.73,0.5173,0.40525,1,0.045,0.1646,0.1555,-0.0403,0.0,-0.0287
5060,40,East,Salaried,Healthcare,2026Q1,75704.63,474.0,42.5,44.99,77.34,34926.77,0.3563,0.45551,1,0.0349,0.3733,0.0125,-0.015,0.0,-0.03
5061,43,West,Business,IT,2026Q1,99991.94,445.0,36.64,63.67,59.72,179646.28,0.6233,0.67322,0,0.013,0.4831,-0.0153,0.0386,0.0281,0.0
5062,49,East,Salaried,Manufacturing,2026Q1,66510.12,621.0,84.27,29.03,42.9,182423.03,0.4788,0.16539,0,-0.0202,0.051,0.1186,-0.0471,0.0,-0.0217
5063,52,East,Salaried,Healthcare,2026Q1,67012.23,526.0,58.68,28.3,64.34,188692.99,0.4071,0.30397,1,-0.0436,0.2084,0.0742,-0.0585,0.0,-0.0263
5064,46,East,Salaried,Transport,2026Q1,71169.34,600.0,35.44,58.75,84.68,120736.05,0.4777,0.16327,0,-0.0041,0.0667,-0.0137,0.0148,0.0,-0.0182
5065,36,East,Business,Retail,2026Q1,99626.59,,41.82,30.68,66.34,74780.92,0.3887,0.35274,0,0.056,0.2321,0.0084,-0.0551,0.0,0.0
5066,49,West,SelfEmployed,Manufacturing,2026Q1,67062.08,591.0,60.49,33.43,72.37,69220.16,0.4345,0.29718,1,-0.0246,0.1209,0.081,-0.0443,0.0252,0.0608
5067,66,South,Business,Retail,2026Q1,95765.35,749.0,,45.07,80.35,141996.09,0.387,0.02777,0,-0.0199,-0.0475,0.0016,-0.0015,0.0,0.0
5068,60,West,SelfEmployed,Construction,2026Q1,74567.06,702.0,46.58,42.97,52.2,135754.95,0.3828,0.08318,0,-0.0359,-0.0521,0.0089,-0.0063,0.0082,0.0189
5069,45,North,Business,Healthcare,2026Q1,102506.04,615.0,74.91,22.87,93.1,286343.53,0.5833,0.22008,1,0.0,0.0617,0.1017,-0.0631,0.0,0.0
5070,51,South,Salaried,Manufacturing,2026Q1,69402.65,597.0,37.44,63.5,59.05,176633.7,0.4961,0.16268,0,-0.0257,0.0694,-0.0075,0.0223,0.0,-0.0181
5071,55,West,Business,Construction,2026Q1,98856.31,555.0,40.56,72.62,58.2,113980.12,0.5073,0.32987,1,-0.0632,0.1753,0.0024,0.0553,0.0252,0.0
5072,60,West,SelfEmployed,IT,2026Q1,106704.02,654.0,92.76,38.2,99.0,278463.62,0.3871,0.27184,0,-0.0872,-0.0084,0.1477,-0.0277,0.022,0.0525
5073,67,North,SelfEmployed,Construction,2026Q1,95471.28,591.0,55.66,96.24,55.09,285724.43,0.428,0.2408,1,-0.1458,0.1229,0.0642,0.1075,0.0,0.0616
5074,53,East,Salaried,Healthcare,2026Q1,57423.3,,56.09,31.97,73.45,75072.99,0.488,0.04457,0,-0.0132,-0.0443,0.0149,-0.0127,0.0,-0.0067
5075,37,West,Salaried,Manufacturing,2026Q1,78512.86,624.0,72.71,48.26,24.97,229960.23,0.395,0.26271,0,0.0456,0.0575,0.1203,-0.0045,0.025,-0.0262
5076,33,East,Business,Construction,2026Q1,91236.98,626.0,57.28,19.41,31.87,246204.06,0.3945,0.18906,0,0.0489,0.0393,0.0501,-0.0657,0.0,0.0
5077,57,West,Salaried,Healthcare,2026Q1,116289.04,502.0,,37.47,79.99,107960.4,0.4897,0.35964,0,-0.0837,0.3087,0.1362,-0.0374,0.0294,-0.0298
5078,34,West,SelfEmployed,Transport,2026Q1,80295.92,577.0,25.57,88.36,47.09,165657.89,0.4752,0.45829,0,0.0739,0.1793,-0.0718,0.1084,0.0293,0.072
5079,59,East,Salaried,Transport,2026Q1,90540.56,743.0,55.96,55.66,74.15,226010.72,0.3706,0.03634,0,-0.0194,-0.0684,0.0114,0.0027,0.0,-0.0052
5080,43,East,Salaried,IT,2026Q1,79811.34,,45.46,49.1,87.85,70621.73,0.4462,0.4351,0,0.0134,0.2762,0.026,-0.0026,0.0,-0.0292
5081,37,West,SelfEmployed,Manufacturing,2026Q1,74140.67,598.0,56.31,29.64,37.67,128854.23,0.3396,0.31509,0,0.0485,0.1153,0.0693,-0.0569,0.0265,0.0641
5082,56,East,Salaried,Manufacturing,2026Q1,85925.31,600.0,12.88,17.23,100.0,239883.99,0.5046,0.06858,0,-0.0197,0.0242,-0.0385,-0.0261,0.0,-0.0071
5083,39,North,Salaried,IT,2026Q1,60434.95,,25.17,75.22,40.92,37674.97,0.3788,0.14466,0,0.0206,0.0227,-0.0426,0.0353,0.0,-0.0162
5084,55,West,Salaried,IT,2026Q1,90391.44,642.0,47.35,56.75,67.64,291384.15,0.4266,0.12401,1,-0.0348,0.0095,0.0156,0.0088,0.0129,-0.0141
5085,52,East,Salaried,Healthcare,2026Q1,88025.52,578.0,60.07,29.91,82.54,276868.49,0.253,0.23207,0,-0.0346,0.1033,0.0594,-0.043,0.0,-0.0207
5086,29,West,Salaried,Manufacturing,2026Q1,59245.48,674.0,27.2,28.15,66.99,97314.5,0.4755,0.08503,0,0.0313,-0.0247,-0.0238,-0.0245,0.0096,-0.0106
5087,66,East,Salaried,Healthcare,2026Q1,78557.18,572.0,39.29,60.05,73.6,143115.29,0.5407,0.11964,1,-0.0934,0.083,-0.0019,0.0152,0.0,-0.0164
5088,64,North,SelfEmployed,Healthcare,2026Q1,75006.87,,53.81,70.21,47.12,231461.25,0.4841,0.11848,0,-0.0824,-0.0058,0.0326,0.0289,0.0,0.0351
5089,60,East,Business,Retail,2026Q1,95504.1,509.0,46.54,16.15,52.98,253608.9,0.5377,0.28423,0,-0.0867,0.1845,0.0238,-0.0836,0.0,0.0
5090,61,West,SelfEmployed,Manufacturing,2026Q1,87524.66,562.0,64.64,46.9,67.56,108807.18,0.4379,0.31234,0,-0.1086,0.1857,0.1051,-0.0087,0.0273,0.0663
5091,42,North,Salaried,Construction,2026Q1,66783.89,511.0,66.34,53.22,73.59,61906.47,0.6244,0.50662,1,0.021,0.3325,0.1302,0.0096,0.0,-0.0298
5092,63,North,Salaried,Healthcare,2026Q1,84513.96,632.0,31.22,50.38,34.16,67459.69,0.4154,0.09126,0,-0.0421,0.0123,-0.0128,0.0003,0.0,-0.0085
5093,58,South,Salaried,IT,2026Q1,119182.5,635.0,46.72,45.12,70.57,180415.3,0.5512,0.0907,0,-0.038,0.0139,0.0115,-0.0054,0.0,-0.0114
5094,27,North,SelfEmployed,Retail,2026Q1,61382.59,587.0,39.7,15.98,49.56,41689.87,0.4103,0.2671,0,0.0934,0.1222,-0.0013,-0.0914,0.0,0.0585
5095,39,East,Business,Construction,2026Q1,62195.79,632.0,68.36,49.53,45.98,81066.98,0.5809,0.27183,0,0.0314,0.0367,0.0951,-0.0011,0.0,0.0
5096,42,North,Business,IT,2026Q1,89219.42,533.0,62.49,65.27,85.71,96824.54,0.4735,0.57181,0,0.021,0.2878,0.1112,0.0458,0.0,0.0
5097,66,West,Salaried,Retail,2026Q1,88638.44,698.0,33.14,16.84,56.14,142898.78,0.3387,0.03533,0,-0.0203,-0.0177,-0.0038,-0.0125,0.0029,-0.0033
5098,39,North,Salaried,IT,2026Q1,104657.89,675.0,70.12,51.63,59.52,129179.09,0.2485,0.15443,0,0.0229,-0.0432,0.0707,0.0028,0.0,-0.018
5099,44,North,Business,Construction,2026Q1,96054.9,550.0,26.92,57.3,70.0,101140.23,0.4234,0.28911,0,0.0055,0.1602,-0.0545,0.0169,0.0,0.0
5100,36,South,Salaried,Manufacturing,2026Q1,84640.84,533.0,40.71,23.5,72.09,223564.36,0.5453,0.29714,1,0.0504,0.1956,0.003,-0.071,0.0,-0.0259
5101,45,East,Salaried,Transport,2026Q1,77139.31,581.0,30.71,34.4,59.37,177895.44,0.3886,0.15407,0,0.0,0.0766,-0.0261,-0.0263,0.0,-0.0165
5102,61,West,Business,Transport,2026Q1,109456.71,,40.86,29.04,59.96,248600.37,0.3101,0.09846,0,-0.0448,0.0168,0.0014,-0.0232,0.0095,0.0
5103,34,East,Business,Healthcare,2026Q1,72092.91,622.0,12.3,48.84,44.39,141404.45,0.4224,0.13627,0,0.031,0.031,-0.0763,-0.0016,0.0,0.0
5104,55,West,SelfEmployed,IT,2026Q1,92699.18,542.0,47.97,23.73,63.91,295126.1,0.5991,0.27482,0,-0.0633,0.1919,0.0333,-0.0716,0.0253,0.0609
5105,40,East,Business,Retail,2026Q1,70846.26,585.0,20.58,10.73,66.19,217027.76,0.5831,0.10471,1,0.0144,0.0593,-0.0487,-0.0609,0.0,0.0
5106,71,North,Business,Healthcare,2026Q1,107102.84,637.0,40.3,57.57,80.12,250243.55,0.1701,0.1044,0,-0.0728,0.0099,0.0004,0.0065,0.0,0.0
5107,51,West,SelfEmployed,Transport,2026Q1,95674.76,587.0,66.51,71.17,83.31,124986.59,0.4965,0.41987,1,-0.0418,0.1588,0.1244,0.0616,0.0294,0.0724
5108,49,East,Business,Healthcare,2026Q1,102136.02,621.0,50.59,41.26,47.11,207490.0,0.4759,0.17711,0,-0.0159,0.039,0.0269,-0.0148,0.0,0.0
5109,44,East,Salaried,Manufacturing,2026Q1,79637.45,682.0,83.73,4.88,80.91,214827.59,0.3011,0.14237,1,0.0028,-0.0404,0.0625,-0.0666,0.0,-0.0126
5110,52,East,Business,Retail,2026Q1,86899.19,,65.29,22.15,38.92,251788.75,0.4521,0.23987,0,-0.0382,0.1248,0.0818,-0.0672,0.0,0.0
5111,34,North,Salaried,Construction,2026Q1,106597.68,675.0,64.87,36.72,65.33,261334.21,0.5642,0.19004,0,0.0361,-0.0394,0.0545,-0.022,0.0,-0.0163
5112,51,East,Business,Retail,2026Q1,95323.96,612.0,39.22,51.97,83.64,122442.73,0.4702,0.14012,0,-0.0234,0.0474,-0.0021,0.0031,0.0,0.0
5113,44,South,Salaried,Manufacturing,2026Q1,80071.41,606.0,43.6,30.76,86.18,195661.7,0.5454,0.17783,0,0.0036,0.0526,0.0091,-0.0322,0.0,-0.0161
5114,43,South,Salaried,IT,2026Q1,97528.98,523.0,56.49,52.93,70.81,91960.79,0.3671,0.44138,0,0.0137,0.2761,0.0788,0.0086,0.0,-0.0297
5115,73,South,Salaried,Healthcare,2026Q1,85037.28,668.0,40.0,28.64,83.17,84308.06,0.4928,0.03371,0,-0.0389,-0.0074,0.0,-0.0098,0.0,-0.0043
5116,65,East,Business,IT,2026Q1,106380.41,,48.24,73.49,68.23,277799.81,0.386,0.04684,0,-0.0286,-0.0717,0.006,0.0098,0.0,0.0
5117,66,West,SelfEmployed,IT,2026Q1,136541.82,545.0,,14.25,50.4,114309.27,0.4366,0.28618,1,-0.1347,0.1787,0.0962,-0.0963,0.0243,0.0584
5118,59,West,Salaried,Retail,2026Q1,97433.99,553.0,50.28,42.8,84.62,181131.85,0.3957,0.21663,1,-0.0784,0.1417,0.0354,-0.0161,0.0212,-0.0225
5119,54,North,Business,Healthcare,2026Q1,114007.7,722.0,24.83,34.87,12.83,291250.63,0.3543,0.02225,0,-0.0082,-0.0338,-0.0102,-0.0057,0.0,0.0
5120,66,West,Business,Transport,2026Q1,103790.6,,59.09,51.53,71.05,194288.7,0.4258,0.1154,0,-0.0696,-0.012,0.031,0.0017,0.0108,0.0
5121,54,South,Salaried,Retail,2026Q1,77319.78,571.0,41.25,18.05,51.45,218409.32,0.4108,0.15543,0,-0.0333,0.0763,0.003,-0.0529,0.0,-0.0151
5122,57,East,Salaried,Healthcare,2026Q1,68014.06,732.0,39.59,50.47,60.45,141006.85,0.4694,0.04785,0,-0.0134,-0.0473,-0.0003,0.0002,0.0,-0.0043
5123,65,North,Salaried,Manufacturing,2026Q1,130618.09,587.0,86.84,35.73,100.0,90696.13,0.2809,0.25091,0,-0.1151,0.1024,0.1283,-0.0323,0.0,-0.0224
5124,59,North,SelfEmployed,IT,2026Q1,89120.08,620.0,50.41,52.23,72.95,54015.79,0.5143,0.16448,0,-0.0667,0.0449,0.0295,0.004,0.0,0.0412
5125,55,West,Salaried,Retail,2026Q1,61308.9,641.0,81.59,35.13,48.13,185573.51,0.2927,0.18866,0,-0.0461,0.0145,0.0954,-0.0285,0.0175,-0.0188
5126,59,East,Business,Transport,2026Q1,125378.24,670.0,36.05,72.42,24.02,338237.5,0.3508,0.08305,0,-0.036,-0.0188,-0.0064,0.0188,0.0,0.0
5127,51,South,Salaried,Healthcare,2026Q1,70010.99,648.0,37.33,47.34,43.8,115220.88,0.5002,0.10937,1,-0.0149,0.0018,-0.0045,-0.0027,0.0,-0.0104
5128,56,West,Business,Transport,2026Q1,114196.59,758.0,40.44,40.12,78.84,86089.89,0.4646,0.03825,0,-0.0108,-0.0643,0.0003,-0.0038,0.0034,0.0
5129,57,West,SelfEmployed,Transport,2026Q1,107534.96,711.0,46.43,41.03,50.56,164174.72,0.439,0.11048,0,-0.0268,-0.0617,0.0084,-0.0078,0.0079,0.0183
5130,36,East,Business,Construction,2026Q1,102167.16,725.0,43.22,41.69,57.56,82153.32,0.4784,0.06989,0,0.0151,-0.0783,0.0042,-0.0069,0.0,0.0
5131,42,South,Salaried,Manufacturing,2026Q1,48791.86,573.0,32.17,61.57,54.14,52784.72,0.4775,0.28017,1,0.015,0.1204,-0.0297,0.0244,0.0,-0.0225
5132,58,South,Salaried,Healthcare,2026Q1,95067.48,640.0,63.1,49.02,41.27,235135.21,0.4163,0.1671,0,-0.0479,0.0122,0.0449,-0.0014,0.0,-0.0145
5133,51,West,SelfEmployed,Transport,2026Q1,70451.39,,49.62,41.7,96.26,212261.47,0.3691,0.0845,1,-0.0125,-0.0927,0.0122,-0.0072,0.0079,0.0182
5134,50,South,Business,Transport,2026Q1,97160.99,591.0,61.54,63.95,64.31,162711.33,0.439,0.28253,1,-0.0302,0.1173,0.0823,0.034,0.0,0.0
5135,53,East,Business,Transport,2026Q1,114244.7,592.0,53.2,93.84,68.61,191573.51,0.4532,0.3066,0,-0.0507,0.1213,0.0547,0.1028,0.0,0.0
5136,28,West,Salaried,IT,2026Q1,30462.11,681.0,88.97,33.05,96.68,96856.6,0.3953,0.28978,0,0.0811,-0.0709,0.1441,-0.0411,0.0225,-0.0238
5137,48,West,Business,Transport,2026Q1,86386.05,,50.45,53.09,56.49,62789.3,0.3606,0.17333,0,-0.0115,0.0,0.026,0.0049,0.0154,0.0
5138,48,East,Salaried,IT,2026Q1,62269.13,617.0,63.77,30.21,50.91,68354.95,0.3152,0.14471,0,-0.0124,0.0463,0.0584,-0.0369,0.0,-0.018
5139,52,West,Business,Transport,2026Q1,100805.88,637.0,68.83,59.21,61.19,342100.96,0.3574,0.19887,1,-0.0368,0.0245,0.087,0.0191,0.0207,0.0
5140,59,East,Business,Construction,2026Q1,84087.37,494.0,29.44,76.46,32.92,194667.34,0.5631,0.39451,0,-0.0952,0.2763,-0.0506,0.0708,0.0,0.0
5141,46,East,Salaried,IT,2026Q1,89790.64,,31.28,17.49,64.4,147136.67,0.4279,0.07823,0,-0.0028,0.0481,-0.0187,-0.0455,0.0,-0.0126
5142,65,South,Salaried,Retail,2026Q1,90135.02,560.0,32.17,55.22,58.97,220998.56,0.4167,0.15443,0,-0.0861,0.0885,-0.0211,0.0078,0.0,-0.016
5143,39,South,Business,Transport,2026Q1,85230.26,727.0,42.23,11.21,55.78,238291.82,0.4756,0.0407,0,0.0067,-0.0543,0.0019,-0.0249,0.0,0.0
5144,58,West,Salaried,Transport,2026Q1,92438.03,606.0,43.27,35.08,81.63,221532.08,0.4358,0.10836,1,-0.0456,0.0442,0.007,-0.021,0.0126,-0.0137
5145,44,West,Salaried,IT,2026Q1,25429.36,624.0,51.92,45.89,63.99,39773.09,0.4705,0.17631,0,0.0043,0.0403,0.0341,-0.0077,0.0178,-0.0192
5146,63,East,Salaried,Manufacturing,2026Q1,73573.33,693.0,73.67,61.32,66.41,123299.35,0.3819,0.09936,1,-0.0537,-0.0498,0.0448,0.0112,0.0,-0.011
5147,52,East,Business,IT,2026Q1,124157.23,724.0,22.58,24.26,67.2,107166.62,0.377,0.02597,0,-0.0055,-0.031,-0.0105,-0.0091,0.0,0.0
5148,37,South,Salaried,Construction,2026Q1,47243.25,636.0,23.44,20.99,68.57,43345.47,0.3427,0.069,0,0.0159,0.0113,-0.0297,-0.0314,0.0,-0.0098
5149,51,West,SelfEmployed,Construction,2026Q1,71012.36,560.0,38.87,31.5,55.02,212534.78,0.4573,0.218,0,-0.035,0.153,-0.0046,-0.0467,0.0235,0.0561
5150,54,West,SelfEmployed,Transport,2026Q1,86216.7,581.0,32.52,51.68,29.1,215648.34,0.3905,0.24503,1,-0.0489,0.1112,-0.0283,0.0037,0.0212,0.0504
5151,52,West,Salaried,Healthcare,2026Q1,96952.92,638.0,24.01,15.34,43.19,230394.75,0.3587,0.06487,0,-0.0121,0.007,-0.0208,-0.0283,0.0064,-0.0071
5152,54,West,SelfEmployed,IT,2026Q1,67743.68,640.0,42.71,100.0,54.06,69428.0,0.4424,0.29095,1,-0.0519,0.0209,0.0104,0.0999,0.0227,0.0543
