customer_id,age,region,employment_type,industry,vintage,annual_income,bureau_score,dti,utilization,ltv,ead,lgd_actual,pd_score,default_flag,shap_age,shap_bureau_score,shap_dti,shap_utilization,shap_region,shap_employment_type
14,56,West,Salaried,Transport,2025Q3,53087.19,780.0,42.0,53.16,71.66,145383.04,0.3377,0.02843,0,-0.0092,-0.0752,0.001,0.001,0.0029,-0.0033
15,49,South,Salaried,Transport,2025Q3,127672.62,811.0,35.96,40.04,30.01,278921.69,0.4604,0.01179,0,-0.0018,-0.0691,-0.0013,-0.0019,0.0,-0.0019
16,35,North,Salaried,IT,2025Q3,69959.59,639.0,23.58,71.02,88.16,102411.3,0.3776,0.08971,0,0.0321,0.0147,-0.0465,0.0292,0.0,-0.0158
17,48,North,Business,Manufacturing,2025Q3,76296.24,,33.94,58.35,61.18,74304.87,0.4304,0.19236,0,-0.0128,0.0681,-0.0187,0.0144,0.0,0.0
18,33,North,Salaried,Construction,2025Q3,86423.72,785.0,47.2,43.36,53.37,218663.24,0.4958,0.04259,0,0.0113,-0.1176,0.0053,-0.0032,0.0,-0.005
19,54,East,SelfEmployed,Retail,2025Q3,129345.43,594.0,44.24,69.3,41.93,155858.44,0.3921,0.33467,0,-0.053,0.105,0.0166,0.0437,0.0,0.0556
20,43,East,Business,Transport,2025Q3,86156.11,590.0,50.62,30.19,99.78,168644.55,0.6931,0.24343,1,0.0095,0.0932,0.0344,-0.0436,0.0,0.0
21,42,East,Salaried,Healthcare,2025Q3,72113.64,592.0,57.51,32.8,100.0,75673.76,0.5192,0.24075,0,0.0146,0.0939,0.0563,-0.0386,0.0,-0.022
22,37,South,Salaried,IT,2025Q3,73684.83,651.0,35.46,56.0,97.32,75142.95,0.4333,0.12653,0,0.0238,-0.0013,-0.0108,0.0081,0.0,-0.0144
23,57,West,Salaried,Retail,2025Q3,67402.53,525.0,41.07,50.51,62.43,40767.19,0.4514,0.26318,0,-0.074,0.1978,0.0044,0.0013,0.0242,-0.0254
24,42,South,Salaried,Retail,2025Q3,61467.99,563.0,7.61,62.02,66.88,51217.7,0.5653,0.17037,0,0.0119,0.101,-0.1146,0.0201,0.0,-0.0182
25,39,East,Business,IT,2025Q3,118274.67,618.0,74.1,74.25,89.82,228903.86,0.3832,0.42921,0,0.0391,0.0796,0.1452,0.0664,0.0,0.0
26,40,West,Salaried,Healthcare,2025Q3,69720.28,579.0,31.38,13.85,55.18,153700.96,0.4177,0.17484,0,0.0182,0.0812,-0.0249,-0.0681,0.0157,-0.0171
27,50,South,Salaried,Healthcare,2025Q3,66023.97,732.0,48.43,48.86,70.83,78844.96,0.5274,0.05793,0,-0.007,-0.0641,0.0073,-0.0006,0.0,-0.006
28,48,West,Salaried,Manufacturing,2025Q3,71163.25,660.0,31.37,89.82,64.54,64349.32,0.394,0.13949,0,-0.0102,-0.0135,-0.0217,0.0474,0.0136,-0.0148
29,49,North,Business,Healthcare,2025Q3,114510.83,699.0,31.0,34.88,98.38,312395.01,0.373,0.04211,0,-0.0055,-0.0323,-0.0091,-0.0092,0.0,0.0
30,49,East,Business,IT,2025Q3,59633.86,,34.21,32.28,88.73,103836.36,0.3598,0.06639,1,-0.0061,-0.0293,-0.0063,-0.0121,0.0,0.0
31,68,North,Business,Healthcare,2025Q3,116883.7,646.0,18.08,0.0,57.24,251464.31,0.2743,0.03243,0,-0.0231,0.0011,-0.0142,-0.0211,0.0,0.0
32,40,South,Business,Healthcare,2025Q3,131419.94,727.0,2.0,50.24,90.5,157238.64,0.4817,0.0329,0,0.004,-0.0394,-0.0339,0.0001,0.0,0.0
33,38,North,Salaried,Manufacturing,2025Q3,106859.13,691.0,56.56,60.77,59.92,246427.97,0.4097,0.14623,0,0.0212,-0.0615,0.034,0.0143,0.0,-0.0146
34,35,North,Business,Transport,2025Q3,92917.65,638.0,46.73,60.73,49.08,138908.28,0.5173,0.23425,1,0.044,0.0217,0.0221,0.0212,0.0,0.0
35,51,North,Business,Construction,2025Q3,120695.97,545.0,23.35,25.18,54.29,140440.38,0.4507,0.15734,0,-0.0249,0.1087,-0.052,-0.046,0.0,0.0
36,56,South,Salaried,Manufacturing,2025Q3,110022.87,695.0,45.23,47.81,62.95,226520.74,0.378,0.05512,0,-0.0192,-0.0335,0.0054,-0.0014,0.0,-0.0069
37,43,East,Salaried,Retail,2025Q3,72534.66,574.0,51.18,52.87,44.3,41869.48,0.401,0.25281,1,0.0113,0.1377,0.0433,0.007,0.0,-0.0251
38,35,South,Salaried,Transport,2025Q3,84246.29,686.0,26.91,49.15,49.65,109317.23,0.4696,0.07547,0,0.0181,-0.034,-0.0212,-0.0007,0.0,-0.0092
39,35,South,Salaried,IT,2025Q3,99794.49,665.0,44.59,23.91,31.13,160095.85,0.3579,0.12018,0,0.0229,-0.0161,0.0081,-0.0324,0.0,-0.0115
40,51,West,SelfEmployed,IT,2025Q3,67252.28,567.0,54.11,49.7,43.55,106082.59,0.4873,0.41217,0,-0.0402,0.1813,0.0636,-0.0008,0.0277,0.0674
41,52,West,Salaried,Manufacturing,2025Q3,93279.72,678.0,14.99,30.08,64.69,276303.16,0.4207,0.04341,0,-0.0081,-0.0135,-0.024,-0.0101,0.0043,-0.0048
42,50,North,Business,Construction,2025Q3,102606.56,673.0,46.53,6.82,80.84,124749.13,0.336,0.0719,0,-0.0086,-0.0163,0.0071,-0.0374,0.0,0.0
43,37,South,Salaried,Retail,2025Q3,71256.96,673.0,,62.99,78.28,56255.26,0.3836,0.1265,0,0.0239,-0.0322,0.0086,0.0171,0.0,-0.0145
44,47,East,Business,Transport,2025Q3,93663.4,670.0,68.09,51.08,68.6,77592.01,0.4213,0.13442,0,-0.0077,-0.032,0.0624,0.0017,0.0,0.0
45,45,East,SelfEmployed,Manufacturing,2025Q3,88770.06,616.0,46.91,61.02,29.41,262065.15,0.4146,0.26235,0,0.0,0.0668,0.0262,0.0251,0.0,0.0546
46,46,South,Salaried,Manufacturing,2025Q3,83180.3,700.0,31.43,36.24,42.78,213455.01,0.5616,0.04749,0,-0.0013,-0.0324,-0.0085,-0.0082,0.0,-0.0058
47,54,East,Business,Transport,2025Q3,119835.08,613.0,33.28,61.78,56.05,369135.83,0.4593,0.1589,0,-0.0338,0.0431,-0.0173,0.0165,0.0,0.0
48,46,North,Salaried,IT,2025Q3,86077.26,587.0,70.37,70.49,79.26,257517.68,0.4339,0.38707,0,-0.0065,0.1418,0.1266,0.0549,0.0,-0.0283
49,51,South,Salaried,Construction,2025Q3,78798.22,706.0,32.32,86.59,48.86,254673.62,0.3789,0.0842,0,-0.0119,-0.0531,-0.0108,0.0241,0.0,-0.0084
50,45,East,Salaried,Retail,2025Q3,61481.41,724.0,47.38,65.9,35.6,199148.67,0.3833,0.05175,0,0.0,-0.0777,0.0093,0.0119,0.0,-0.0085
51,47,East,Salaried,Construction,2025Q3,69896.03,701.0,34.19,56.47,88.97,116591.63,0.361,0.0537,0,-0.0033,-0.0415,-0.0071,0.0043,0.0,-0.0073
52,51,East,Salaried,Retail,2025Q3,86700.99,646.0,55.3,17.64,45.3,210632.44,0.3631,0.09172,1,-0.0152,0.0036,0.0228,-0.0384,0.0,-0.0106
53,28,North,Salaried,Healthcare,2025Q3,48590.73,528.0,56.09,45.66,37.44,20000.0,0.5181,0.52598,1,0.117,0.2943,0.0799,-0.013,0.0,-0.0299
54,40,North,Salaried,IT,2025Q3,89125.79,761.0,37.64,16.7,64.55,241968.5,0.5118,0.03839,0,0.0034,-0.0583,-0.0013,-0.0126,0.0,-0.0033
55,39,North,Salaried,Healthcare,2025Q3,78940.99,527.0,31.49,29.98,59.0,78199.93,0.4345,0.24317,0,0.0324,0.1869,-0.0353,-0.0506,0.0,-0.0247
56,37,North,Business,Manufacturing,2025Q3,104983.49,700.0,31.11,91.01,50.0,241268.71,0.4444,0.11013,0,0.0222,-0.0727,-0.0205,0.0441,0.0,0.0
57,41,North,Salaried,IT,2025Q3,61501.25,803.0,10.36,25.49,60.01,79919.61,0.3208,0.01,0,0.0011,-0.0443,-0.0085,-0.0036,0.0,-0.0013
58,60,South,Business,Transport,2025Q3,90140.78,670.0,39.61,0.0,41.48,222417.21,0.4288,0.03449,1,-0.0193,-0.0092,-0.0003,-0.03,0.0,0.0
59,34,South,SelfEmployed,Manufacturing,2025Q3,95149.03,680.0,39.29,65.89,49.77,280217.82,0.3123,0.16038,0,0.0417,-0.0546,-0.0021,0.0268,0.0,0.0407
60,55,East,Business,Retail,2025Q3,102939.17,686.0,24.94,33.19,59.28,159834.95,0.3466,0.04226,0,-0.0128,-0.0191,-0.0139,-0.0089,0.0,0.0
61,25,South,Business,Construction,2025Q3,69954.69,673.0,,64.9,19.28,215457.86,0.3483,0.12849,0,0.044,-0.0273,-0.0779,0.0163,0.0,0.0
62,40,North,Business,Construction,2025Q3,99675.89,820.0,41.3,22.26,79.1,122073.73,0.3564,0.01861,0,0.0023,-0.0892,0.0005,-0.007,0.0,0.0
63,46,East,Business,Transport,2025Q3,104406.09,603.0,43.32,38.63,32.54,232010.35,0.3504,0.15633,0,-0.0041,0.0636,0.0095,-0.0208,0.0,0.0
64,50,North,SelfEmployed,Healthcare,2025Q3,66496.25,,44.31,74.31,41.22,191573.09,0.2679,0.30335,0,-0.0308,0.115,0.0182,0.0588,0.0,0.0604
65,52,West,Business,Retail,2025Q3,122823.61,638.0,22.16,18.92,80.0,271795.6,0.3221,0.05675,0,-0.0135,0.0079,-0.0263,-0.0277,0.0072,0.0
66,53,North,SelfEmployed,IT,2025Q3,84412.68,778.0,44.35,44.28,71.39,155016.58,0.3687,0.04366,0,-0.0088,-0.0984,0.003,-0.0025,0.0,0.0093
67,40,East,Salaried,Construction,2025Q3,102700.32,621.0,35.14,54.41,61.75,150557.95,0.3742,0.19933,0,0.018,0.0385,-0.0135,0.007,0.0,-0.0168
68,39,West,SelfEmployed,Manufacturing,2025Q3,55196.12,689.0,51.83,32.18,25.84,141445.54,0.3675,0.11351,0,0.0197,-0.0619,0.0271,-0.0287,0.0143,0.0335
69,53,East,Business,Manufacturing,2025Q3,104513.18,733.0,22.4,53.32,47.89,151352.35,0.4196,0.03364,0,-0.0078,-0.0445,-0.013,0.0012,0.0,0.0
70,42,East,Business,IT,2025Q3,85558.82,713.0,56.4,48.34,55.68,105130.75,0.3398,0.08386,1,0.007,-0.0787,0.0248,-0.0017,0.0,0.0
71,30,East,Salaried,Manufacturing,2025Q3,27545.78,,62.16,59.76,57.13,43545.47,0.3934,0.12484,0,0.0388,-0.1281,0.0406,0.0121,0.0,-0.0136
72,32,North,Business,Manufacturing,2025Q3,91747.74,756.0,39.86,88.53,82.83,164022.28,0.5613,0.09048,0,0.0262,-0.1531,-0.0002,0.0319,0.0,0.0
73,34,East,Business,Manufacturing,2025Q3,47069.13,681.0,44.46,100.0,99.89,58787.86,0.3862,0.17724,0,0.0475,-0.0631,0.0147,0.0844,0.0,0.0
74,49,West,Salaried,Transport,2025Q3,74950.0,629.0,50.54,58.19,72.3,238627.88,0.4184,0.21344,0,-0.0171,0.0315,0.0289,0.014,0.017,-0.0183
75,46,West,Business,Construction,2025Q3,112376.96,670.0,21.59,45.57,49.31,222231.49,0.4509,0.07401,0,-0.002,-0.0169,-0.0302,-0.0038,0.008,0.0
76,52,South,Business,Healthcare,2025Q3,88359.35,637.0,30.22,57.7,84.29,251733.91,0.3666,0.10058,0,-0.0205,0.0131,-0.0204,0.0086,0.0,0.0
77,39,South,Salaried,IT,2025Q3,54932.79,831.0,40.95,42.89,48.21,150436.59,0.3168,0.01911,0,0.0028,-0.1039,0.0003,-0.0016,0.0,-0.0023
78,46,East,Salaried,IT,2025Q3,91906.42,624.0,70.43,13.08,7.53,246266.3,0.429,0.14147,1,-0.0038,0.0351,0.0667,-0.0693,0.0,-0.0169
79,51,East,Salaried,Transport,2025Q3,77508.68,693.0,18.86,46.98,35.01,90585.21,0.428,0.03905,0,-0.007,-0.0228,-0.0199,-0.0014,0.0,-0.0049
80,41,North,Business,IT,2025Q3,80708.93,558.0,64.2,71.81,12.56,188923.32,0.3853,0.39867,0,0.0279,0.2288,0.1174,0.0646,0.0,0.0
81,49,North,Business,Retail,2025Q3,118149.86,669.0,34.91,15.78,52.32,109298.61,0.4655,0.03888,0,-0.0065,-0.0126,-0.0058,-0.027,0.0,0.0
82,37,North,Business,Transport,2025Q3,63388.98,640.0,37.45,26.34,56.43,74626.26,0.5547,0.10664,0,0.0224,0.0115,-0.0057,-0.0344,0.0,0.0
83,40,South,Salaried,Construction,2025Q3,63827.07,706.0,57.49,35.2,28.15,65347.99,0.2549,0.07801,0,0.0103,-0.0619,0.0236,-0.0149,0.0,-0.0098
84,40,North,Salaried,Manufacturing,2025Q3,87696.05,708.0,70.34,56.19,42.92,187124.93,0.4385,0.09947,0,0.0152,-0.0913,0.0553,0.0083,0.0,-0.0143
85,31,North,Business,Construction,2025Q3,56824.95,756.0,44.77,100.0,31.47,131273.71,0.3831,0.10735,0,0.0346,-0.1806,0.0094,0.0489,0.0,0.0
86,49,North,Business,Transport,2025Q3,127156.25,751.0,56.64,30.2,57.46,172006.51,0.3684,0.04016,0,-0.005,-0.0787,0.0121,-0.0112,0.0,0.0
87,39,West,SelfEmployed,Healthcare,2025Q3,75296.75,655.0,23.28,50.01,42.93,226150.26,0.4519,0.14649,0,0.0199,-0.0071,-0.0473,0.0,0.0145,0.034
88,44,North,Salaried,Manufacturing,2025Q3,91441.49,596.0,29.53,48.13,80.2,277300.91,0.5567,0.17232,0,0.0037,0.0638,-0.0298,-0.003,0.0,-0.0166
89,49,North,Salaried,Construction,2025Q3,95903.83,604.0,16.36,41.37,63.39,247283.75,0.4642,0.12519,0,-0.0101,0.0355,-0.0492,-0.0093,0.0,-0.0108
90,49,South,Salaried,Construction,2025Q3,77458.82,681.0,29.75,46.95,92.1,174803.08,0.4934,0.06371,1,-0.0066,-0.0221,-0.0125,-0.0021,0.0,-0.0071
91,51,North,Business,Manufacturing,2025Q3,88377.78,671.0,,37.78,50.9,168426.92,0.417,0.07365,0,-0.0143,-0.0201,0.0105,-0.0123,0.0,0.0
92,43,West,Business,Transport,2025Q3,89026.64,678.0,41.39,100.0,100.0,144432.51,0.4469,0.20846,0,0.0084,-0.0518,0.0042,0.0757,0.0177,0.0
93,39,West,Salaried,Construction,2025Q3,84028.32,624.0,65.63,64.49,60.05,151896.63,0.3931,0.36415,0,0.0346,0.0574,0.0975,0.0358,0.025,-0.0261
94,43,South,Business,Manufacturing,2025Q3,72044.35,758.0,70.88,37.96,49.43,54958.87,0.3927,0.05676,0,0.0035,-0.126,0.0304,-0.0098,0.0,0.0
95,25,South,Salaried,Retail,2025Q3,36941.35,560.0,35.82,74.04,100.0,109730.05,0.4372,0.37596,1,0.1277,0.2086,-0.0205,0.0683,0.0,-0.0295
96,28,South,Business,Retail,2025Q3,103015.65,620.0,27.13,53.65,23.43,211955.45,0.4465,0.16612,0,0.0668,0.0485,-0.0451,0.007,0.0,0.0
97,29,North,Business,Construction,2025Q3,63972.61,587.0,56.56,49.27,48.95,94192.9,0.3171,0.35705,1,0.0987,0.1456,0.0745,-0.0021,0.0,0.0
98,33,North,SelfEmployed,IT,2025Q3,80173.51,646.0,58.23,44.0,26.7,101519.18,0.3397,0.28695,0,0.0615,0.0087,0.0662,-0.0145,0.0,0.0554
99,48,North,Salaried,Transport,2025Q3,75660.32,745.0,45.06,42.5,23.23,132353.74,0.4893,0.05113,0,-0.0033,-0.0654,0.0037,-0.0036,0.0,-0.0048
100,34,North,Salaried,Manufacturing,2025Q3,63858.42,640.0,49.29,21.16,18.66,80600.79,0.5425,0.16087,0,0.0332,0.0128,0.021,-0.0472,0.0,-0.0151
101,40,East,SelfEmployed,Transport,2025Q3,105847.01,667.0,46.79,11.18,72.34,314311.12,0.283,0.12372,1,0.0136,-0.0207,0.0133,-0.0571,0.0,0.0275
102,58,North,SelfEmployed,Construction,2025Q3,94766.95,705.0,22.18,56.16,33.42,251231.02,0.3629,0.05249,0,-0.0212,-0.0393,-0.0207,0.0035,0.0,0.013
103,40,North,SelfEmployed,Transport,2025Q3,73677.13,637.0,18.5,43.77,54.9,164158.68,0.3722,0.14169,0,0.0154,0.0157,-0.0579,-0.0089,0.0,0.031
104,52,South,Business,Transport,2025Q3,93045.12,686.0,37.19,67.3,77.84,211597.87,0.4352,0.09034,0,-0.0163,-0.0359,-0.0044,0.0146,0.0,0.0
105,34,South,Salaried,Manufacturing,2025Q3,57637.75,677.0,34.79,28.42,69.27,188697.13,0.4113,0.10087,0,0.0203,-0.0252,-0.0081,-0.0216,0.0,-0.0094
106,42,North,Salaried,Manufacturing,2025Q3,61838.37,583.0,42.43,23.85,68.28,60484.42,0.5054,0.17976,0,0.0121,0.0851,0.0071,-0.0511,0.0,-0.0184
107,34,North,Salaried,Construction,2025Q3,57709.96,628.0,35.9,65.08,84.28,106430.82,0.3271,0.20199,0,0.0438,0.0351,-0.0132,0.0268,0.0,-0.0195
108,40,North,SelfEmployed,IT,2025Q3,110037.78,684.0,10.75,41.5,92.19,247530.2,0.4436,0.06633,0,0.0087,-0.029,-0.0497,-0.007,0.0,0.0174
109,53,North,Salaried,Construction,2025Q3,96606.8,747.0,4.2,66.83,34.97,300284.9,0.3668,0.02074,0,-0.005,-0.0366,-0.0204,0.0037,0.0,-0.0025
110,25,East,Business,Transport,2025Q3,67386.46,747.0,49.8,48.74,69.66,129601.27,0.3346,0.0893,0,0.0377,-0.1367,0.0153,-0.0013,0.0,0.0
111,49,West,SelfEmployed,Healthcare,2025Q3,105869.8,802.0,27.4,89.31,54.56,137286.33,0.4096,0.03528,0,-0.0049,-0.151,-0.0117,0.0159,0.0047,0.0109
112,47,South,SelfEmployed,Manufacturing,2025Q3,57830.51,693.0,34.29,64.63,57.07,79763.29,0.3927,0.12342,1,-0.0055,-0.0544,-0.0114,0.0157,0.0,0.0256
113,37,South,SelfEmployed,Transport,2025Q3,102162.21,632.0,29.07,57.01,29.77,310595.45,0.4257,0.25075,0,0.034,0.0303,-0.0378,0.0133,0.0,0.0444
114,28,East,SelfEmployed,IT,2025Q3,92612.8,656.0,23.39,65.6,49.36,106745.4,0.5323,0.19913,0,0.0656,-0.0108,-0.0585,0.0283,0.0,0.0438
115,45,East,Business,Healthcare,2025Q3,131854.01,652.0,22.96,42.0,51.55,104712.54,0.4325,0.08714,1,0.0,-0.0017,-0.0297,-0.0076,0.0,0.0
116,38,North,Salaried,Construction,2025Q3,88507.93,632.0,54.32,11.86,88.61,247662.38,0.5894,0.15549,0,0.0215,0.0217,0.0303,-0.0633,0.0,-0.0147
117,47,North,SelfEmployed,Transport,2025Q3,94270.22,,34.17,55.94,36.89,295720.6,0.2285,0.10219,1,-0.0054,-0.0433,-0.0114,0.0065,0.0,0.0249
118,44,South,Salaried,Construction,2025Q3,98940.53,689.0,48.16,90.71,12.29,178448.67,0.4131,0.14367,0,0.0033,-0.0598,0.0185,0.049,0.0,-0.015
119,62,East,Salaried,Manufacturing,2025Q3,80635.43,,50.31,0.0,59.88,90200.2,0.3631,0.09896,0,-0.0528,0.0523,0.0175,-0.0697,0.0,-0.0116
120,41,North,SelfEmployed,Transport,2025Q3,73882.5,,43.07,58.32,34.86,147063.81,0.3239,0.0832,0,0.0089,-0.1105,0.005,0.0079,0.0,0.022
121,33,North,Business,Construction,2025Q3,79643.59,535.0,50.83,14.23,57.21,38269.51,0.4153,0.38515,1,0.0736,0.2245,0.0485,-0.1038,0.0,0.0
122,46,South,Business,IT,2025Q3,117139.87,645.0,38.23,47.49,73.22,88771.12,0.5031,0.13053,0,-0.003,0.0057,-0.0038,-0.0032,0.0,0.0
123,46,North,Salaried,Healthcare,2025Q3,62094.19,738.0,59.82,49.75,58.0,113909.73,0.3642,0.0754,0,-0.0017,-0.0893,0.0202,-0.0002,0.0,-0.0076
124,59,South,Business,Healthcare,2025Q3,86882.89,701.0,51.17,64.43,51.38,248890.02,0.3183,0.07537,0,-0.0323,-0.0496,0.0142,0.0112,0.0,0.0
125,53,East,SelfEmployed,Healthcare,2025Q3,96057.69,636.0,53.3,52.62,56.87,88649.5,0.4852,0.16267,0,-0.0375,0.023,0.0383,0.0049,0.0,0.0427
126,48,South,Business,Construction,2025Q3,107215.55,794.0,22.98,78.22,76.95,250373.65,0.2825,0.03166,0,-0.0022,-0.0894,-0.0102,0.0074,0.0,0.0
127,60,North,Salaried,Manufacturing,2025Q3,77444.55,,42.21,73.66,36.91,100619.19,0.5683,0.11164,0,-0.0537,0.0222,0.0048,0.028,0.0,-0.0138
128,31,North,Business,Transport,2025Q3,91067.52,524.0,8.64,43.67,74.57,90590.4,0.3683,0.26689,0,0.0744,0.1998,-0.1441,-0.016,0.0,0.0
129,37,East,Business,IT,2025Q3,109031.19,691.0,60.42,72.08,39.91,150512.91,0.3902,0.16807,0,0.031,-0.0768,0.0531,0.0362,0.0,0.0
130,34,South,Business,Construction,2025Q3,103308.31,539.0,28.03,41.12,72.04,68347.36,0.6203,0.25335,1,0.0627,0.1967,-0.0539,-0.0235,0.0,0.0
131,40,North,Salaried,IT,2025Q3,78459.27,603.0,30.24,37.33,29.14,82572.56,0.418,0.14192,1,0.0167,0.0537,-0.0262,-0.0201,0.0,-0.0157
132,29,North,Business,Healthcare,2025Q3,75569.24,702.0,16.12,21.5,70.85,75833.35,0.4432,0.0583,0,0.0183,-0.0369,-0.0295,-0.0198,0.0,0.0
133,51,East,Salaried,Manufacturing,2025Q3,113241.23,629.0,37.42,76.86,57.96,132981.84,0.4261,0.14012,0,-0.0227,0.0271,-0.0067,0.0366,0.0,-0.0159
134,42,East,Salaried,IT,2025Q3,74177.27,699.0,33.71,41.4,61.93,103220.29,0.4102,0.07494,0,0.0046,-0.0386,-0.0075,-0.0061,0.0,-0.0071
135,28,West,SelfEmployed,IT,2025Q3,86226.38,581.0,67.16,0.0,79.18,44359.64,0.3862,0.46952,1,0.1088,0.1652,0.1229,-0.1488,0.0288,0.0704
136,33,East,Salaried,Construction,2025Q3,101049.07,718.0,51.75,59.93,43.58,63850.36,0.44,0.12263,0,0.028,-0.0946,0.0204,0.0108,0.0,-0.012
137,47,South,Business,Manufacturing,2025Q3,108434.83,545.0,29.77,38.45,59.5,260188.15,0.5704,0.17617,0,-0.0101,0.1454,-0.0385,-0.0256,0.0,0.0
138,53,South,Business,Manufacturing,2025Q3,80852.36,750.0,11.34,41.43,66.07,199333.74,0.2371,0.02432,0,-0.0046,-0.0358,-0.0141,-0.002,0.0,0.0
139,66,North,Salaried,Manufacturing,2025Q3,73197.59,628.0,2.0,42.85,54.02,122474.94,0.3613,0.03542,0,-0.0276,0.0077,-0.0388,-0.0032,0.0,-0.0045
140,75,East,Salaried,Manufacturing,2025Q3,98242.67,764.0,21.58,40.6,74.34,302532.9,0.3434,0.01283,0,-0.0123,-0.0231,-0.0042,-0.0011,0.0,-0.0012
141,49,East,Salaried,Healthcare,2025Q3,92970.98,603.0,16.7,100.0,66.6,134883.29,0.373,0.1625,0,-0.017,0.0636,-0.0785,0.0717,0.0,-0.0182
142,33,North,Salaried,Retail,2025Q3,73806.15,791.0,43.58,84.58,48.4,198845.5,0.4296,0.05606,0,0.0157,-0.1657,0.0038,0.0187,0.0,-0.0068
143,21,West,Salaried,Manufacturing,2025Q3,94727.48,595.0,35.68,63.38,85.21,153211.16,0.3983,0.35831,1,0.1355,0.1238,-0.02,0.0358,0.027,-0.0279
144,47,South,Business,Manufacturing,2025Q3,101231.01,538.0,38.28,53.31,71.24,143922.5,0.4732,0.28161,0,-0.0122,0.1976,-0.0075,0.0085,0.0,0.0
145,35,North,Salaried,IT,2025Q3,61706.06,663.0,22.82,72.83,43.15,76485.14,0.5422,0.09159,1,0.0264,-0.0158,-0.041,0.0258,0.0,-0.0132
146,39,South,Salaried,Retail,2025Q3,50799.84,744.0,,53.36,42.95,54777.59,0.251,0.03494,0,0.0078,-0.0827,0.0004,0.002,0.0,-0.0063
147,37,West,Salaried,IT,2025Q3,90647.87,714.0,15.27,65.95,55.61,232696.82,0.4305,0.0996,0,0.0116,-0.0551,-0.0353,0.0101,0.0065,-0.0073
148,42,West,Salaried,IT,2025Q3,73790.9,739.0,36.59,60.28,68.95,52839.53,0.3865,0.04351,0,0.0044,-0.0827,-0.0038,0.0064,0.0062,-0.0069
149,56,South,SelfEmployed,IT,2025Q3,67389.48,,51.28,50.82,15.73,174053.69,0.3952,0.06091,0,-0.0259,-0.0712,0.0152,0.0007,0.0,0.0196
150,46,West,SelfEmployed,Manufacturing,2025Q3,85900.69,604.0,32.15,68.69,43.99,98546.42,0.3712,0.29281,0,-0.0056,0.0881,-0.0322,0.0421,0.0231,0.0552
151,42,West,Salaried,Construction,2025Q3,55976.71,,45.1,38.76,48.45,96680.32,0.3754,0.05535,0,0.0053,-0.0599,0.0064,-0.0094,0.0075,-0.0083
152,33,East,Salaried,IT,2025Q3,58138.52,666.0,6.37,49.29,31.25,100297.96,0.4213,0.05311,0,0.0189,-0.0123,-0.0583,-0.0006,0.0,-0.0082
153,26,West,Salaried,Construction,2025Q3,59611.46,612.0,,26.45,39.56,209866.18,0.4261,0.07599,0,0.0463,0.038,-0.0959,-0.0335,0.0122,-0.0134
