Technique,Dev_Count,Mon_Count,Dev_Pct,Mon_Pct,x_dev,x_mon,PSI,Dev_BR,Mon_BR,Delta_BR,br_pvalue,Dev_AUC,Mon_AUC,Delta_AUC,Dev_Gini,Mon_Gini,Delta_Gini,Dev_KS,Mon_KS,Delta_KS,score_shift_pvalue,Dev_EAD,Mon_EAD,Dev_Exposure_Pct,Mon_Exposure_Pct,Exposure_Drift,mean_feature_psi,mean_shap_shift,Calibration_Drift,Root_Cause_Feature,Root_Cause_PSI,Root_Cause_Score,feature_drift_details,Top_SHAP_Feature,Top_SHAP_PSI,Leaf_ID,Segment_Definition,BadRate_pvalue_adj,ScoreShift_pvalue_adj,Statistically_Significant,Business_Impact_Score,SIS_Raw,DIS_Raw,DIS_Symmetric,Confidence_Score,PSI_Interpretation,Severity_Score,Portfolio_Impact_Score,Drift_Explanation,Rank,Cluster_ID,Rule_Precision,Rule_Recall,Feature,Bin_Type,Dev_Calibration_Intercept,Mon_Calibration_Intercept,Dev_Calibration_Slope,Mon_Calibration_Slope,Delta_Calibration_Slope,Dev_ECE,Mon_ECE,Delta_ECE,Mon_Default_Count,gini_ci_low,gini_ci_high,gini_p,ks_ci_low,ks_ci_high,ks_p,auc_ci_low,auc_ci_high,auc_p,br_ci_low,br_ci_high,br_p,ece_ci_low,ece_ci_high,ece_p,abs_delta_br,abs_delta_ece,gini_score,ks_score,auc_score,br_score,ece_score,Deterioration_Score,gini_p_adj,ks_p_adj,auc_p_adj,br_p_adj,ece_p_adj,min_p_adj,Tree_Idx
AutoSlicer,573,1198,0.1146,0.2396,91.0,480.0,0.09219038274508189,0.15881326352530542,0.4006677796327212,0.2418545161074158,0.0,0.7306894350462815,0.7092023560817085,-0.021487078964573025,0.46137887009256295,0.4184047121634169,-0.04297415792914605,0.3750398978614747,0.33017061281337046,-0.044869285048104224,2.621314394083882e-24,93380907.42,201252537.76,0.11961235298982355,0.2430565666492327,0.12344421365940915,0.24228469291799903,0.025518119009673868,0.6245357522482747,dti,0.4434542757491564,0.901694,"[{""feature"": ""dti"", ""psi"": 0.4434542757491564}, {""feature"": ""bureau_score"", ""psi"": 0.37014917617807164}, {""feature"": ""region"", ""psi"": 0.3130111688095523}, {""feature"": ""age"", ""psi"": 0.30724672072722553}, {""feature"": ""utilization"", ""psi"": 0.019846816043988098}, {""feature"": ""employment_type"", ""psi"": 0.0}]",shap_region,0.4646090164027026,,employment_type = SelfEmployed,0.0,1.703854356154523e-23,True,0.0661,0.001251,0.000811,0.000811,1.0,Population Share: Stable,18.0339,0.010297,"Significant bad-rate shift (Dev 15.88% -> Mon 40.07%, p_adj=0.0000)",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoSlicer,321,529,0.0642,0.1058,43.0,131.0,0.020781168043096605,0.13395638629283488,0.24763705103969755,0.11368066474686267,6.826611023580398e-05,0.8024928894094027,0.7396908205147879,-0.06280206889461482,0.6049857788188053,0.4793816410295757,-0.12560413778922963,0.495984607662707,0.413057654685642,-0.08292695297706504,3.1318417048398455e-13,50514176.64,87905935.51,0.06470401385240661,0.10616569167753419,0.04146167782512758,0.21242057249319798,0.021796350605680498,0.25942757208838274,bureau_score,0.4901338367806639,0.518494,"[{""feature"": ""bureau_score"", ""psi"": 0.4901338367806639}, {""feature"": ""age"", ""psi"": 0.3782505199306311}, {""feature"": ""dti"", ""psi"": 0.14301339524152035}, {""feature"": ""employment_type"", ""psi"": 0.11567449847837438}, {""feature"": ""region"", ""psi"": 0.0976137893651953}, {""feature"": ""utilization"", ""psi"": 0.04983739516280281}]",shap_age,0.7572957492123054,,dti >= 48.88 AND utilization < 33,0.00020039406553090845,7.307630644626307e-13,True,0.0129,0.000705,0.000336,0.000336,1.0,Population Share: Stable,10.3699,0.013289,"Gini drop 0.1256 (Dev 0.6050 -> Mon 0.4794) | KS drop 0.0829 (Dev 0.4960 -> Mon 0.4131) | Significant bad-rate shift (Dev 13.40% -> Mon 24.76%, p_adj=0.0002) | Population share stable (low PSI) but the score no longer separates risk inside this segment -- concept drift, not exposure drift",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoSlicer,283,540,0.0566,0.108,50.0,147.0,0.03321068323443524,0.17667844522968199,0.2722222222222222,0.09554377699254021,0.002279208783343867,0.7563519313304721,0.7174880130169115,-0.03886391831356062,0.5127038626609441,0.4349760260338229,-0.07772783662712124,0.4138197424892704,0.34512125460871373,-0.06869848788055666,2.5408854072687418e-05,41978664.07,91165249.62,0.05377080736855901,0.11010202811346387,0.05633122074490486,0.2372910415477811,0.021330801487588882,0.18950592964608415,age,0.45377393728316284,0.4506,"[{""feature"": ""age"", ""psi"": 0.45377393728316284}, {""feature"": ""bureau_score"", ""psi"": 0.4282787434964697}, {""feature"": ""region"", ""psi"": 0.19464710075905495}, {""feature"": ""dti"", ""psi"": 0.15993460688761885}, {""feature"": ""employment_type"", ""psi"": 0.10612569321727473}, {""feature"": ""utilization"", ""psi"": 0.08098616764310572}]",shap_age,0.6347957087720333,,dti >= 48.88 AND 33 <= utilization < 47.67,0.0037205169857887355,3.167405096732267e-05,True,0.0132,0.000462,0.000272,0.000272,1.0,Population Share: Stable,9.012,0.008395,"Gini drop 0.0777 (Dev 0.5127 -> Mon 0.4350) | KS drop 0.0687 (Dev 0.4138 -> Mon 0.3451) | Significant bad-rate shift (Dev 17.67% -> Mon 27.22%, p_adj=0.0037) | Population share stable (low PSI) but the score no longer separates risk inside this segment -- concept drift, not exposure drift",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoSlicer,414,711,0.0828,0.1422,74.0,186.0,0.032123903485088826,0.178743961352657,0.2616033755274262,0.08285941417476919,0.0014753110767093958,0.7701907790143084,0.7372452636968766,-0.03294551531743184,0.5403815580286169,0.4744905273937532,-0.06589103063486368,0.4142289348171701,0.3568356374807988,-0.05739329733637133,1.3529682611487513e-08,62183506.44,114467603.00999999,0.07965135195134351,0.13824472918377162,0.05859337723242811,0.15857891707513658,0.020311160541388942,0.09824866099648599,bureau_score,0.3925453652362644,0.426912,"[{""feature"": ""bureau_score"", ""psi"": 0.3925453652362644}, {""feature"": ""age"", ""psi"": 0.35199990155129823}, {""feature"": ""dti"", ""psi"": 0.10865461145015731}, {""feature"": ""employment_type"", ""psi"": 0.055012323172711354}, {""feature"": ""utilization"", ""psi"": 0.04326130104038812}, {""feature"": ""region"", ""psi"": 0.0}]",shap_bureau_score,0.4397914873491276,,dti >= 48.88 AND region = East,0.002533081282651981,2.086781555331125e-08,True,0.0216,0.000648,0.000313,0.000313,1.0,Population Share: Stable,8.5382,0.00937,"Gini drop 0.0659 (Dev 0.5404 -> Mon 0.4745) | KS drop 0.0574 (Dev 0.4142 -> Mon 0.3568) | Significant bad-rate shift (Dev 17.87% -> Mon 26.16%, p_adj=0.0025) | Population share stable (low PSI) but the score no longer separates risk inside this segment -- concept drift, not exposure drift",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoSlicer,1162,1137,0.2324,0.2274,178.0,236.0,0.0001087472183066029,0.153184165232358,0.2075637642919965,0.05437959905963849,0.0006923210801563773,0.6718221887275053,0.6544376305047122,-0.017384558222793167,0.34364437745501064,0.3088752610094243,-0.034769116445586334,0.31714168265278153,0.2576327620910852,-0.05950892056169632,2.090979761161027e-06,184957035.87,191047336.33,0.23691295012727234,0.2307315482959355,-0.006181401831336836,0.18032618694682934,0.010204717651861372,0.21988353722611564,dti,0.4582601915425573,0.346407,"[{""feature"": ""dti"", ""psi"": 0.4582601915425573}, {""feature"": ""age"", ""psi"": 0.33666285588037564}, {""feature"": ""region"", ""psi"": 0.16436583344154587}, {""feature"": ""employment_type"", ""psi"": 0.07746260891885563}, {""feature"": ""bureau_score"", ""psi"": 0.024980090514076674}, {""feature"": ""utilization"", ""psi"": 0.02022554138356475}]",shap_dti,0.4163860707022666,,614 <= bureau_score < 661,0.0014318458703234166,2.7576689603717894e-06,True,0.0543,0.000912,0.0,2.4e-05,1.0,Population Share: Stable,6.9281,0.007906,"KS drop 0.0595 (Dev 0.3171 -> Mon 0.2576) | Significant bad-rate shift (Dev 15.32% -> Mon 20.76%, p_adj=0.0014)",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoSlicer,338,235,0.0676,0.047,60.0,67.0,0.007487283855580507,0.17751479289940827,0.2851063829787234,0.10759159007931515,0.0022895489143315295,0.7365107913669064,0.7000710732054016,-0.03643971816150482,0.4730215827338129,0.40014214641080326,-0.07287943632300964,0.36738609112709836,0.3447938877043355,-0.022592203422762858,2.7013056222501768e-20,50466219.94,35785594.56999999,0.06464258573088678,0.043218951912338974,-0.02142363381854781,0.3126751611799144,0.0249589651265265,-0.1498580381705159,bureau_score,0.7865428194626888,0.344643,"[{""feature"": ""bureau_score"", ""psi"": 0.7865428194626888}, {""feature"": ""dti"", ""psi"": 0.4968574450795053}, {""feature"": ""region"", ""psi"": 0.3670763888815408}, {""feature"": ""employment_type"", ""psi"": 0.13373529230017342}, {""feature"": ""utilization"", ""psi"": 0.07698893791980757}, {""feature"": ""age"", ""psi"": 0.01485008343577042}]",shap_age,0.7689229423506668,,36 <= age < 44 AND 47.67 <= utilization < 62.49,0.0037205169857887355,1.1705657696417433e-19,True,0.0022,7.4e-05,0.0,4.3e-05,1.0,Population Share: Stable,6.8929,0.003425,"Gini drop 0.0729 (Dev 0.4730 -> Mon 0.4001) | Significant bad-rate shift (Dev 17.75% -> Mon 28.51%, p_adj=0.0037) | Population share stable (low PSI) but the score no longer separates risk inside this segment -- concept drift, not exposure drift",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoSlicer,502,448,0.1004,0.0896,84.0,123.0,0.0012291143825888362,0.16733067729083664,0.27455357142857145,0.10722289413773481,6.433386344939507e-05,0.7355604921394395,0.7079924953095684,-0.0275679968298711,0.47112098427887905,0.41598499061913685,-0.0551359936597422,0.37462975620870353,0.3402876797998749,-0.03434207640882864,1.1981816290362229e-16,85724373.39,80743179.24,0.10980503716501705,0.09751509295163087,-0.01228994421338618,0.2560302334761538,0.026140124472348703,0.0998985426073491,bureau_score,0.5735161428405536,0.337654,"[{""feature"": ""bureau_score"", ""psi"": 0.5735161428405536}, {""feature"": ""dti"", ""psi"": 0.4328267741429353}, {""feature"": ""age"", ""psi"": 0.3747801310904774}, {""feature"": ""region"", ""psi"": 0.11017361607821083}, {""feature"": ""utilization"", ""psi"": 0.04488473670474567}, {""feature"": ""employment_type"", ""psi"": 0.0}]",shap_age,0.6077821973467994,,employment_type = Business AND utilization >= 62.49,0.00019514605246316504,3.759811318699872e-16,True,0.0092,0.000241,0.0,3.6e-05,1.0,Population Share: Stable,6.7531,0.00494,"Gini drop 0.0551 (Dev 0.4711 -> Mon 0.4160) | Significant bad-rate shift (Dev 16.73% -> Mon 27.46%, p_adj=0.0002) | Population share stable (low PSI) but the score no longer separates risk inside this segment -- concept drift, not exposure drift",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoSlicer,301,294,0.0602,0.0588,48.0,109.0,3.2942696374271626e-05,0.15946843853820597,0.3707482993197279,0.21127986078152194,5.024028970623817e-09,0.750494071146245,0.7187453508554427,-0.031748720290802335,0.50098814229249,0.43749070171088533,-0.06349744058160467,0.4610507246376812,0.346888172576246,-0.11416255206143522,3.0558689530046783e-24,48755110.75,45411526.95999999,0.06245081225070559,0.054844375887370504,-0.007606436363335085,0.2535510380488364,0.026931623424563626,0.2780583350850916,bureau_score,0.6405044541571524,0.301102,"[{""feature"": ""bureau_score"", ""psi"": 0.6405044541571524}, {""feature"": ""dti"", ""psi"": 0.44948332959624276}, {""feature"": ""region"", ""psi"": 0.2559577094901687}, {""feature"": ""utilization"", ""psi"": 0.07678873412081712}, {""feature"": ""employment_type"", ""psi"": 0.07467555075633146}, {""feature"": ""age"", ""psi"": 0.023896450172306054}]",shap_utilization,0.6768010244119322,,44 <= age < 51 AND utilization >= 62.49,3.047910908845116e-08,1.8538938314895047e-23,True,0.0034,0.000102,0.0,3e-06,1.0,Population Share: Stable,6.022,0.003734,"Gini drop 0.0635 (Dev 0.5010 -> Mon 0.4375) | KS drop 0.1142 (Dev 0.4611 -> Mon 0.3469) | Significant bad-rate shift (Dev 15.95% -> Mon 37.07%, p_adj=0.0000) | Population share stable (low PSI) but the score no longer separates risk inside this segment -- concept drift, not exposure drift",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoSlicer,1500,928,0.3,0.1856,210.0,193.0,0.05493358205238913,0.14,0.20797413793103448,0.06797413793103446,1.2174366669448489e-05,0.7557954964931709,0.740396884142258,-0.015398612350912888,0.5115909929863418,0.48079376828451603,-0.030797224701825776,0.39878183831672204,0.373620950971062,-0.02516088734566002,1.4022148998123133e-25,230620883.63,158260753.65000004,0.29540413883008054,0.1911345608141415,-0.10426957801593903,0.18703690961929395,0.01799894109195402,0.020736795267071395,dti,0.4168343931453937,0.299031,"[{""feature"": ""dti"", ""psi"": 0.4168343931453937}, {""feature"": ""bureau_score"", ""psi"": 0.3625732083950187}, {""feature"": ""age"", ""psi"": 0.30487181906932626}, {""feature"": ""employment_type"", ""psi"": 0.03307466766493966}, {""feature"": ""utilization"", ""psi"": 0.004867369441085365}, {""feature"": ""region"", ""psi"": 0.0}]",shap_age,0.61138055148902,,region = North,4.43146946767925e-05,1.0633462990243375e-24,True,0.0385,0.000546,0.0,0.0004,1.0,Population Share: Stable,5.9806,0.005716,"Significant bad-rate shift (Dev 14.00% -> Mon 20.80%, p_adj=0.0000)",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoSlicer,521,363,0.1042,0.0726,61.0,68.0,0.011418571756637111,0.11708253358925144,0.18732782369146006,0.07024529010220862,0.0036100899897677508,0.7440841054882394,0.6987537387836491,-0.04533036670459034,0.4881682109764789,0.3975074775672982,-0.09066073340918068,0.41315039201710624,0.326370887337986,-0.08677950467912021,4.830207024521185e-12,88828079.14000002,68893963.21000001,0.11378059874395749,0.08320456649669804,-0.030576032247259452,0.24588655557077913,0.01992872028609247,0.03138643943684505,dti,0.47008215873202996,0.297916,"[{""feature"": ""dti"", ""psi"": 0.47008215873202996}, {""feature"": ""age"", ""psi"": 0.44773774794258875}, {""feature"": ""bureau_score"", ""psi"": 0.4055890363004644}, {""feature"": ""region"", ""psi"": 0.13149806900158792}, {""feature"": ""utilization"", ""psi"": 0.020412321448003784}, {""feature"": ""employment_type"", ""psi"": 0.0}]",shap_age,0.6141131629627317,,employment_type = Business AND utilization < 33,0.0055681048994722935,1.0222066028637857e-11,True,0.0067,0.000274,0.0,0.000148,1.0,Population Share: Stable,5.9583,0.006582,"Gini drop 0.0907 (Dev 0.4882 -> Mon 0.3975) | KS drop 0.0868 (Dev 0.4132 -> Mon 0.3264) | Significant bad-rate shift (Dev 11.71% -> Mon 18.73%, p_adj=0.0056) | Population share stable (low PSI) but the score no longer separates risk inside this segment -- concept drift, not exposure drift",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature Binning,573,1198,0.1146,0.2396,,,0.09219038274508189,0.15881326352530542,0.4006677796327212,0.2418545161074158,,0.7306894350462815,0.7092023560817085,-0.021487078964573025,0.46137887009256295,0.4184047121634169,-0.04297415792914605,0.3750398978614747,0.33017061281337046,-0.044869285048104224,,93380907.42,201252537.76,0.11961235298982355,0.2430565666492327,0.12344421365940915,0.24228469291799903,0.025518119009673868,1.0592605543662723,employment_type,0.09219038274508189,0.782012,"[{""feature"": ""dti"", ""psi"": 0.4434542757491564}, {""feature"": ""bureau_score"", ""psi"": 0.37014917617807164}, {""feature"": ""region"", ""psi"": 0.3130111688095523}, {""feature"": ""age"", ""psi"": 0.30724672072722553}, {""feature"": ""utilization"", ""psi"": 0.019846816043988098}, {""feature"": ""employment_type"", ""psi"": 0.0}]",shap_region,0.4646090164027026,,employment_type = SelfEmployed,,,True,0.2430565666492327,0.0012513291234518367,0.0008109907219671922,,0.5957894736842105,Stable,15.64024973295117,,,1,,,,employment_type,categorical,-2.7628125635658747,-1.7035520091996024,5.284552036323253,4.7830048607858,-0.5015471755374534,0.028501151832460735,0.13512696160267113,0.10662580977021038,480.0,-0.1584457472422033,0.07728725303785415,0.36,-0.14659745733901847,0.032634749817320625,0.32,-0.07922287362110166,0.038643626518927075,0.36,0.20397492038796483,0.28513319901989065,0.0,0.05918420850049676,0.12038081559252328,0.0,0.2418545161074158,0.10662580977021038,0.3900285344581471,0.28272377245440816,0.3900285344581471,0.8455869881797066,1.0,0.5816735659100818,0.64,0.7410526315789474,0.64,0.0,0.0,0.0,
Feature Binning,356,672,0.0712,0.1344,,,0.040152704931214714,0.15168539325842698,0.24851190476190477,0.09682651150347779,,0.7526367427029679,0.6975158593703682,-0.05512088333259968,0.5052734854059358,0.3950317187407364,-0.11024176666519936,0.4320578857002698,0.32968518408727104,-0.10237270161299877,,56518162.22,109785382.11,0.07239456711840495,0.13258992080761872,0.060195353689213776,0.24729677218860782,0.02110117375601926,0.6091325610815077,bureau_score,0.040152704931214714,0.597686,"[{""feature"": ""region"", ""psi"": 0.4197924901949741}, {""feature"": ""dti"", ""psi"": 0.3746716783083376}, {""feature"": ""age"", ""psi"": 0.27095639204567906}, {""feature"": ""employment_type"", ""psi"": 0.1435228700932078}, {""feature"": ""utilization"", ""psi"": 0.02754043030084033}]",shap_bureau_score,0.4910322512371732,,bureau_score is Missing,,,True,0.13258992080761872,0.0009822588459150274,0.0005761208020780841,,0.5074085213032582,Stable,11.953723105360197,,,2,,,,bureau_score,missing,-2.7756545151265057,-2.166521954044998,6.688702808111441,4.545654131373377,-2.143048676738064,0.03296637640449438,0.03783071428571429,0.004864337881219906,167.0,-0.27039575725224707,0.025701299232097456,0.16,-0.2626445468820583,0.03520809550082616,0.2,-0.13519787862612354,0.012850649616048728,0.16,0.055958651016586404,0.1413034209470305,0.0,-0.03594332935393259,0.027133580745886832,0.76,0.09682651150347779,0.004864337881219906,0.4633085674563804,0.3515391695255066,0.4633085674563804,0.27714084216354007,0.035116207922538785,0.3180826709048693,0.4266666666666667,0.7410526315789474,0.4266666666666667,0.0,0.8685714285714285,0.0,
Feature Binning,64,128,0.0128,0.0256,,,0.0088722839111673,0.078125,0.359375,0.28125,,0.9830508474576272,0.6816012725344645,-0.3014495749231627,0.9661016949152543,0.3632025450689289,-0.6028991498463254,0.9830508474576272,0.3388123011664899,-0.6442385462911373,,9947966.95,22262794.75,0.01274243062345365,0.026887206075406078,0.014144775451952427,0.6240517513977093,0.024642317708333333,7.532099273814898,dti,0.0088722839111673,0.35806,"[{""feature"": ""age"", ""psi"": 2.6487218679339533}, {""feature"": ""bureau_score"", ""psi"": 0.7454704102931978}, {""feature"": ""utilization"", ""psi"": 0.10937939777651784}, {""feature"": ""employment_type"", ""psi"": 0.0894839946785979}, {""feature"": ""dti"", ""psi"": 0.08566026587802439}, {""feature"": ""region"", ""psi"": 0.06559457182596487}]",shap_bureau_score,0.9261431947964385,,61.885 < dti <= 63.465,,,True,0.026887206075406078,0.00020749150316294758,0.0001684884695559642,,0.8818461538461537,Stable,7.161196996414333,,,3,,,,dti,numeric,-9.50929170579415,-1.9771924319792509,20.37495236729607,4.752502559953294,-15.622449807342777,0.19086937499999998,0.09477296874999999,-0.09609640624999999,46.0,-0.8269529813501443,-0.4643745727956255,0.0,-0.74228257242871,-0.5058420043811611,0.0,-0.41347649067507214,-0.23218728639781275,0.0,0.1736328125,0.39140624999999996,0.0,-0.122511052734375,0.019325121093750005,0.24,0.28125,0.09609640624999999,1.0,1.0,1.0,1.0,0.9001621084256983,0.9800324216851397,0.0,0.0,0.0,0.0,0.5907692307692307,0.0,
Feature Binning,52,63,0.0104,0.0126,,,0.0004221602171822321,0.038461538461538464,0.23809523809523808,0.19963369963369962,,0.74,0.6847222222222222,-0.05527777777777776,0.48,0.36944444444444446,-0.11055555555555552,0.62,0.32499999999999996,-0.29500000000000004,,8793141.940000001,10852583.52,0.011263206009407849,0.01310687417413287,0.0018436681647250215,0.8599285777967632,0.015939687627187626,1.414554785068452,utilization,0.0004221602171822321,0.26245,"[{""feature"": ""dti"", ""psi"": 3.339054920415406}, {""feature"": ""age"", ""psi"": 0.525464773678757}, {""feature"": ""employment_type"", ""psi"": 0.47068162328333263}, {""feature"": ""bureau_score"", ""psi"": 0.46012890784264554}, {""feature"": ""region"", ""psi"": 0.22694993951133666}, {""feature"": ""utilization"", ""psi"": 0.13729130204910125}]",shap_employment_type,0.7592180060742193,,34.61 < utilization <= 35.455,,,True,0.01310687417413287,7.245869795329158e-06,2.9646174057922637e-06,,0.3328203266787659,Stable,5.248991058893279,,,4,,,,utilization,numeric,-3.9304669025164194,-2.5159121174479675,5.036530657672279,7.034507778080116,1.9979771204078371,0.09650249999999999,0.11638936507936505,0.01988686507936506,15.0,-0.5665147927125764,0.28357322574762606,0.8095238095238095,-0.5825710429099177,0.023435049019607947,0.09523809523809523,-0.2832573963562882,0.14178661287381303,0.8095238095238095,0.10179334554334553,0.2857142857142857,0.0,-0.03533675007631258,0.1027789393315018,0.44,0.19963369963369962,0.01988686507936506,0.4636504030095068,0.5820598032042885,0.4636504030095068,0.680099912275415,0.17755708206147996,0.4734035207120394,0.9268965517241379,0.7410526315789474,0.9268965517241379,0.0,0.7410526315789474,0.0,
Feature Binning,492,804,0.0984,0.1608,,,0.03064592248764747,0.1951219512195122,0.27860696517412936,0.08348501395461716,,0.7399779040404041,0.7260583435960591,-0.013919560444344947,0.4799558080808082,0.4521166871921183,-0.027839120888689894,0.36616161616161613,0.360929802955665,-0.005231813205951119,,74964481.62,137762502.89999998,0.09602260553006928,0.16637842851855006,0.07035582298848078,0.20083448884103675,0.02032076861626825,0.2170546671072957,dti,0.03064592248764747,0.260576,"[{""feature"": ""bureau_score"", ""psi"": 0.40412930509775274}, {""feature"": ""age"", ""psi"": 0.3538792848955222}, {""feature"": ""region"", ""psi"": 0.2067500210760858}, {""feature"": ""employment_type"", ""psi"": 0.14827043396085107}, {""feature"": ""dti"", ""psi"": 0.06216625756912671}, {""feature"": ""utilization"", ""psi"": 0.029811630446881995}]",shap_age,0.5314911454330983,,53.38 < dti <= 61.885,,,True,0.16637842851855006,0.0003723990664577725,0.00017353627922361432,,0.32913454545454546,Stable,5.211510228102387,,,5,,,,dti,numeric,-2.5848896513459927,-2.367834984238697,5.664819902554704,5.492364910722885,-0.17245499183181945,0.034785467479674786,0.04785955223880597,0.013074084759131181,224.0,-0.16236654202719433,0.09339021731375384,0.52,-0.1536054686918859,0.07094077693569589,0.72,-0.08118327101359717,0.04669510865687692,0.52,0.03184231282611333,0.11867415968935804,0.0,-0.0246897846211018,0.023504591690935533,0.92,0.08348501395461716,0.013074084759131181,0.37354071759362895,0.23528888029223577,0.37354071759362895,0.2248480254455196,0.11295953656657098,0.26403557549831685,0.7563636363636363,0.9216,0.7563636363636363,0.0,0.92,0.0,
Feature Binning,1500,928,0.3,0.1856,,,0.05493358205238913,0.14,0.20797413793103448,0.06797413793103446,,0.7557954964931709,0.740396884142258,-0.015398612350912888,0.5115909929863418,0.48079376828451603,-0.030797224701825776,0.39878183831672204,0.373620950971062,-0.02516088734566002,,230620883.63,158260753.65000004,0.29540413883008054,0.1911345608141415,-0.10426957801593903,0.18703690961929395,0.01799894109195402,0.2292219381274414,region,0.05493358205238913,0.228598,"[{""feature"": ""dti"", ""psi"": 0.4168343931453937}, {""feature"": ""bureau_score"", ""psi"": 0.3625732083950187}, {""feature"": ""age"", ""psi"": 0.30487181906932626}, {""feature"": ""employment_type"", ""psi"": 0.03307466766493966}, {""feature"": ""utilization"", ""psi"": 0.004867369441085365}, {""feature"": ""region"", ""psi"": 0.0}]",shap_age,0.61138055148902,,region = North,,,True,0.1911345608141415,0.0005462592208405091,0.0,,0.32031701631701626,Stable,4.5719692949190485,,,6,,,,region,categorical,-2.940265723150131,-2.7110437850226896,6.822769444016098,6.038498710762747,-0.7842707332533507,0.024317279999999997,0.02124153017241379,-0.003075749827586207,193.0,-0.1270702314240018,0.06948870791764701,0.64,-0.11383050345680515,0.07926552120265141,0.76,-0.0635351157120009,0.034744353958823505,0.64,0.03500790229885057,0.10165775862068964,0.0,-0.009900577655890806,0.028221923903017247,0.52,0.06797413793103446,0.003075749827586207,0.37676321872176277,0.2591383701505597,0.37676321872176277,0.16405219693626674,0.01815714088450354,0.23897482908297113,0.8533333333333334,0.9353846153846154,0.8533333333333334,0.0,0.7563636363636363,0.0,
Feature Binning,1404,1160,0.2808,0.232,,,0.009316178663684881,0.17236467236467237,0.2818965517241379,0.10953187935946554,,0.7333821709506266,0.7217822908980105,-0.01159988005261614,0.46676434190125327,0.443564581796021,-0.02319976010523228,0.3709833430534416,0.340932703356572,-0.030050639696869608,,215922421.46,171800524.56,0.27657676079253257,0.20748680296338728,-0.06908995782914529,0.1740242624409729,0.017352090455840453,0.3264759006255682,age,0.009316178663684881,0.224766,"[{""feature"": ""dti"", ""psi"": 0.35308575109346074}, {""feature"": ""bureau_score"", ""psi"": 0.3334463722379144}, {""feature"": ""region"", ""psi"": 0.24075204250452187}, {""feature"": ""employment_type"", ""psi"": 0.085487826327261}, {""feature"": ""age"", ""psi"": 0.024934635272011965}, {""feature"": ""utilization"", ""psi"": 0.006438947210667629}]",shap_dti,0.38555463458281974,,38.5 < age <= 46.5,,,True,0.20748680296338728,0.0005583827102352533,0.0,,0.39341793218223425,Stable,4.4953282571447115,,,7,,,,age,numeric,-2.6093612053571182,-2.28288530473155,6.226224619803407,5.2432235476864015,-0.9830010721170055,0.034033497150997155,0.04696386206896552,0.012930364917968368,327.0,-0.10361578413226398,0.038249386712048784,0.48,-0.09572344034117718,0.03193410043862618,0.44,-0.05180789206613199,0.019124693356024392,0.48,0.0778801331172021,0.13441073533745945,0.0,-0.015494904393236083,0.02837996518444838,0.56,0.10953187935946554,0.012930364917968368,0.3684866876126246,0.26499002679513634,0.3684866876126246,0.3269403095917626,0.11159681113853058,0.28810010455013574,0.7563636363636363,0.7410526315789474,0.7563636363636363,0.0,0.7791304347826088,0.0,
