Feature,Segment_Definition,Bin_Type,Dev_Count,Mon_Count,Dev_Pct,Mon_Pct,PSI,PSI_Interpretation,Dev_AUC,Mon_AUC,Delta_AUC,Dev_Gini,Mon_Gini,Delta_Gini,Dev_KS,Mon_KS,Delta_KS,Dev_BR,Mon_BR,Delta_BR,Dev_Calibration_Intercept,Mon_Calibration_Intercept,Calibration_Drift,Dev_Calibration_Slope,Mon_Calibration_Slope,Delta_Calibration_Slope,Dev_ECE,Mon_ECE,Delta_ECE,Dev_EAD,Mon_EAD,Mon_Exposure_Pct,Dev_Exposure_Pct,Exposure_Drift,Top_SHAP_Feature,Top_SHAP_PSI,feature_drift_details,mean_feature_psi,mean_shap_shift,Mon_Default_Count,gini_ci_low,gini_ci_high,gini_p,ks_ci_low,ks_ci_high,ks_p,auc_ci_low,auc_ci_high,auc_p,br_ci_low,br_ci_high,br_p,ece_ci_low,ece_ci_high,ece_p,abs_delta_br,abs_delta_ece,gini_score,ks_score,auc_score,br_score,ece_score,Deterioration_Score,gini_p_adj,ks_p_adj,auc_p_adj,br_p_adj,ece_p_adj,min_p_adj,Confidence_Score,Statistically_Significant,SIS_Raw,DIS_Raw,Business_Impact_Score,Severity_Score,Rank,Root_Cause_Feature,Root_Cause_PSI,Root_Cause_Score,Technique
dti,dti > 65.435,numeric,216,637,0.0432,0.1274,0.09106156307216949,Stable,0.6969248965109404,0.7153294733939896,0.018404576883049195,0.3938497930218807,0.4306589467879791,0.03680915376609839,0.35984624482554706,0.33457402812241527,-0.02527221670313179,0.17592592592592593,0.3673469387755102,0.1914210128495843,-2.825911022415173,-2.035623710348806,0.7902873120663667,5.251192253525695,4.7202553354597345,-0.5309369180659607,0.0842998148148148,0.06360031397174254,-0.02069950084307226,33541492.549999997,102801829.16999999,0.12415574939541144,0.04296356672409959,0.08119218267131184,shap_bureau_score,0.6218889412527524,"[{""feature"": ""bureau_score"", ""psi"": 0.5616715259311202}, {""feature"": ""age"", ""psi"": 0.49709181985031897}, {""feature"": ""region"", ""psi"": 0.18220312403843006}, {""feature"": ""dti"", ""psi"": 0.1624281780956856}, {""feature"": ""employment_type"", ""psi"": 0.13311422127954856}, {""feature"": ""utilization"", ""psi"": 0.040501738912187626}]",0.2628351013512152,0.02905844210903735,234,-0.11551374389485487,0.23920266921091474,0.64,-0.18067661974279933,0.1290101082465937,0.56,-0.057756871947427436,0.11960133460545737,0.64,0.13636893860108146,0.25655270655270657,0.0,-0.04608969467701613,0.03493479782981569,0.68,0.1914210128495843,0.02069950084307226,0.3031141365244164,0.2592716000418905,0.3031141365244164,0.6479097834543122,0.185262346762436,0.3397344006614943,0.8533333333333334,0.8533333333333334,0.8533333333333334,0.0,0.836923076923077,0.0,0.32061538461538464,True,0.0,0.0,0.12415574939541144,3.137927768120673,11,dti,0.09106156307216949,0.156896,Feature Binning
utilization,70.255 < utilization <= 78.975,numeric,377,386,0.0754,0.0772,4.246592763027658e-05,Stable,0.6785871964679911,0.7399678972712681,0.061380700803276955,0.3571743929359823,0.4799357945425362,0.12276140160655391,0.27584988962472407,0.4004028577723224,0.12455296814759831,0.1989389920424403,0.3082901554404145,0.10935116339797418,-2.2553490494962833,-2.4079302932392133,-0.15258124374292992,4.395623807362941,5.498043240554033,1.1024194331910921,0.061180371352785146,0.05669339378238343,-0.004486977570401715,57723323.82,61453735.24,0.07421885985367244,0.0739382682741522,0.00028059157952023406,shap_age,0.5201173228469684,"[{""feature"": ""bureau_score"", ""psi"": 0.41895322931766443}, {""feature"": ""dti"", ""psi"": 0.3724792294428087}, {""feature"": ""age"", ""psi"": 0.3380869566501862}, {""feature"": ""region"", ""psi"": 0.2395696330694131}, {""feature"": ""employment_type"", ""psi"": 0.10935575760710667}, {""feature"": ""utilization"", ""psi"": 0.04497145645429481}]",0.253902710423579,0.02716629856653977,119,-0.023744975054619463,0.3234314895402233,0.08,-0.032217602043194814,0.26042784784867773,0.2,-0.011872487527309732,0.16171574477011166,0.08,0.04440342353733458,0.14667661934277978,0.0,-0.03993847652760405,0.044844598306441615,0.64,0.10935116339797418,0.004486977570401715,0.20947941876991025,0.07997304349232935,0.20947941876991025,0.3262319823130835,0.03153814600064575,0.17134040186917582,0.3657142857142857,0.7410526315789474,0.3657142857142857,0.0,0.8192,0.0,0.5416637593984963,True,0.0,0.0,0.07421885985367244,2.8837995950109327,12,utilization,4.246592763027658e-05,0.14419,Feature Binning
age,35.5 < age <= 38.5,numeric,426,266,0.0852,0.0532,0.015070177199605482,Stable,0.696120382256454,0.7434893405432282,0.04736895828677423,0.392240764512908,0.4869786810864565,0.09473791657354846,0.28840393667094566,0.3663372490521475,0.07793331238120182,0.13380281690140844,0.34962406015037595,0.2158212432489675,-2.830701667875044,-2.5746396694956792,0.25606199837936483,5.205529009417397,6.312086816876977,1.1065578074595797,0.04773037558685446,0.08973383458646614,0.04200345899961168,61031039.7,41148088.82,0.049695339517625156,0.078175148064248,-0.02847980854662284,shap_age,0.931786811242906,"[{""feature"": ""bureau_score"", ""psi"": 0.6667290331660742}, {""feature"": ""dti"", ""psi"": 0.4430470520074666}, {""feature"": ""region"", ""psi"": 0.16539924061876377}, {""feature"": ""employment_type"", ""psi"": 0.0891909624031156}, {""feature"": ""utilization"", ""psi"": 0.032688863206694625}, {""feature"": ""age"", ""psi"": 0.014100108254686185}]",0.23519254327613348,0.02610266629013849,93,-0.056429448955729385,0.2210680161089845,0.16,-0.07329782188751412,0.1749617415511047,0.4,-0.028214724477864692,0.11053400805449225,0.16,0.1456881640721522,0.29726384623530655,0.0,-0.005431556280666433,0.08995272187511032,0.08,0.2158212432489675,0.04200345899961168,0.24000766180590047,0.1357636436780069,0.24000766180590047,0.7435479808515291,0.3872626082638151,0.3493179112810304,0.4266666666666667,0.7410526315789474,0.4266666666666667,0.0,0.256,0.0,0.6299228070175438,True,0.0,0.0,0.049695339517625156,2.6617953119366233,13,age,0.015070177199605482,0.13309,Feature Binning
bureau_score,bureau_score <= 530.5,numeric,138,477,0.0276,0.0954,0.08408981822857105,Stable,0.5829741379310345,0.6763509945432142,0.09337685661217976,0.16594827586206895,0.35270198908642847,0.18675371322435952,0.21594827586206894,0.31328991374757964,0.0973416378855107,0.42028985507246375,0.5178197064989518,0.09752985142648807,-0.9015832706292933,-1.9953760202245192,-1.093792749595226,1.3956254047160022,4.604926908504236,3.209301503788234,0.107615,0.06707639412997904,-0.04053860587002096,21619859.64,75589630.47,0.09129105282752896,0.027693051548739377,0.06359800127878959,shap_dti,0.7164213671039737,"[{""feature"": ""dti"", ""psi"": 0.6588093278389995}, {""feature"": ""age"", ""psi"": 0.4946327184496616}, {""feature"": ""region"", ""psi"": 0.24956656081601114}, {""feature"": ""bureau_score"", ""psi"": 0.1301149480054997}, {""feature"": ""employment_type"", ""psi"": 0.09810991604508847}, {""feature"": ""utilization"", ""psi"": 0.047844293931728996}]",0.27984629418116486,0.02342046911554704,247,0.0009392362641322894,0.3967807129114866,0.08,-0.07603515465890896,0.21885079811958294,0.4,0.0004696181320661447,0.1983903564557433,0.08,0.00993984140005469,0.21052091878589005,0.04,-0.14290235858171546,-0.01024982986965633,0.0,0.09752985142648807,0.04053860587002096,0.1397674311565811,0.11253734329710896,0.1397674311565811,0.27989762606652735,0.37337313697100705,0.2090685937295611,0.3657142857142857,0.7410526315789474,0.3657142857142857,0.047407407407407405,0.0,0.0,0.6960222779170148,True,0.0,0.0,0.09129105282752896,2.6329625412346633,14,bureau_score,0.08408981822857105,0.131648,Feature Binning
age,25.5 < age <= 35.5,numeric,870,402,0.174,0.0804,0.07226304911557133,Stable,0.6963428593414839,0.6933641975308642,-0.002978661810619676,0.39268571868296775,0.3867283950617284,-0.005957323621239352,0.3154067390656112,0.31885521885521884,0.0034484797896076613,0.16436781609195403,0.3283582089552239,0.16399039286326986,-2.796014047694047,-1.9640948712757138,0.8319191764183331,6.016876083693004,4.108473371558293,-1.9084027121347118,0.023318528735632175,0.06416771144278606,0.04084918270715389,117733982.54,55455367.620000005,0.06697451573039102,0.15080640216027794,-0.08383188642988691,shap_age,0.5522961946498979,"[{""feature"": ""bureau_score"", ""psi"": 0.46564984852427194}, {""feature"": ""dti"", ""psi"": 0.4124368271698958}, {""feature"": ""region"", ""psi"": 0.1602500853410021}, {""feature"": ""employment_type"", ""psi"": 0.1564477108231093}, {""feature"": ""age"", ""psi"": 0.03905137141569233}, {""feature"": ""utilization"", ""psi"": 0.011444575660503963}]",0.20754673648907926,0.024316329273174356,132,-0.21803712528162292,0.1399983804924697,0.68,-0.1212169266123849,0.11952027833299006,0.88,-0.10901856264081146,0.06999919024623485,0.68,0.11617472979927948,0.20025047177903582,0.0,0.01112845457625664,0.06541373585091778,0.0,0.16399039286326986,0.04084918270715389,0.3497031105201966,0.22490101388591996,0.3497031105201966,0.5403937884805313,0.37631797012624235,0.3682037987066173,0.8704000000000001,0.9496774193548387,0.8704000000000001,0.0,0.0,0.0,0.4619045161290322,True,1.6039352356185347e-05,0.0,0.06697451573039102,2.4005119267230457,15,age,0.07226304911557133,0.120026,Feature Binning
dti,40.745 < dti <= 53.38,numeric,1193,1447,0.2386,0.2894,0.00980548227030524,Stable,0.7314531025871233,0.7300086440909298,-0.001444458496193457,0.4629062051742465,0.4600172881818596,-0.002888916992386914,0.3848074879002714,0.3550471886484382,-0.02976029925183321,0.16261525565800503,0.25293711126468554,0.09032185560668052,-2.7714824503962636,-2.5078160506515834,0.2636663997446802,6.185431799961778,6.078080726690478,-0.10735107327129967,0.02256466890192791,0.04118220456116101,0.018617535659233096,184493982.61999997,239652676.88,0.28943315437947276,0.23631982150684702,0.053113332872625735,shap_age,0.46575560797974275,"[{""feature"": ""bureau_score"", ""psi"": 0.4355439610257132}, {""feature"": ""age"", ""psi"": 0.32436495667968557}, {""feature"": ""region"", ""psi"": 0.24711198232554682}, {""feature"": ""employment_type"", ""psi"": 0.12365497647628813}, {""feature"": ""dti"", ""psi"": 0.032660559340253255}, {""feature"": ""utilization"", ""psi"": 0.009291641290326655}]",0.19543801285630227,0.017600866018912056,366,-0.08276914971508238,0.05783675102925126,0.8,-0.10068940208108407,0.02542716758839183,0.44,-0.04138457485754119,0.02891837551462563,0.8,0.06645025607219261,0.11681107717154489,0.0,0.0017964973132839563,0.03545662694211975,0.04,0.09032185560668052,0.018617535659233096,0.3463604476362432,0.26464257104025213,0.3463604476362432,0.25164544501046265,0.16552153106602588,0.2749060884778454,0.9268965517241379,0.7410526315789474,0.9268965517241379,0.0,0.18285714285714286,0.0,0.44445942442312686,True,0.00012099066738046143,2.5388913696485132e-05,0.28943315437947276,2.3868087351258023,16,dti,0.00980548227030524,0.11934,Feature Binning
age,age > 63.5,numeric,193,535,0.0386,0.107,0.06973903656659265,Stable,0.6146408839779005,0.7373491479774176,0.12270826399951706,0.22928176795580102,0.47469829595483515,0.24541652799903413,0.28130755064456714,0.37965504739213757,0.09834749674757043,0.06217616580310881,0.16074766355140188,0.09857149774829307,-3.2026451398965796,-2.7509073542633495,0.4517377856332301,5.693252065381967,6.430650190813116,0.7373981254311497,0.0578759067357513,0.029921457943925228,-0.02795444879182607,39088531.7,104592797.22999999,0.12631873602150384,0.05006881364437171,0.07624992237713213,shap_age,0.8891763147786191,"[{""feature"": ""bureau_score"", ""psi"": 0.6023726984622231}, {""feature"": ""dti"", ""psi"": 0.49239586954310177}, {""feature"": ""region"", ""psi"": 0.220660997073042}, {""feature"": ""employment_type"", ""psi"": 0.14831823264043068}, {""feature"": ""utilization"", ""psi"": 0.0613768073454201}, {""feature"": ""age"", ""psi"": 0.04746445955099956}]",0.26209817743586955,0.020045768243668587,86,0.02011912895203497,0.5237429759655534,0.04,-0.07493197096882201,0.20050453633008153,0.44,0.010059564476017486,0.2618714879827767,0.04,0.05354704372669604,0.1343516052491405,0.0,-0.05806377363081691,0.022068842111762143,0.44,0.09857149774829307,0.02795444879182607,0.07586129441065911,0.11133361348199428,0.07586129441065911,0.2839804226185382,0.25405244539381716,0.16021781406313357,0.32,0.7410526315789474,0.32,0.0,0.7410526315789474,0.0,0.575578947368421,True,0.0,0.0,0.12631873602150384,2.169211018243627,17,age,0.06973903656659265,0.108461,Feature Binning
utilization,33.895 < utilization <= 34.61,numeric,56,67,0.0112,0.0134,0.00039455004304279705,Stable,0.7091836734693877,0.691025641025641,-0.018158032443746697,0.4183673469387754,0.382051282051282,-0.03631606488749339,0.3333333333333333,0.4269230769230769,0.09358974358974359,0.25,0.22388059701492538,-0.02611940298507462,-2.1129669712531287,-2.3885910624620346,-0.27562409120890585,7.0960443494449565,6.64549295075604,-0.45055139868891647,0.13962285714285716,0.15902477611940297,0.019401918976545807,8383204.62,11494580.799999999,0.013882226656202094,0.010738114009573195,0.003144112646628899,shap_utilization,0.7253711634052267,"[{""feature"": ""dti"", ""psi"": 0.6588790259324012}, {""feature"": ""age"", ""psi"": 0.5105928533673988}, {""feature"": ""utilization"", ""psi"": 0.4613727315138816}, {""feature"": ""bureau_score"", ""psi"": 0.43339815647333624}, {""feature"": ""region"", ""psi"": 0.3539284880627113}, {""feature"": ""employment_type"", ""psi"": 0.017163161432500355}]",0.40588906946370495,0.011599231520966596,15,-0.37423829118994223,0.329169605765039,0.96,-0.2260660927806129,0.2840797235710026,0.72,-0.18711914559497111,0.1645848028825195,0.96,-0.18258262260127933,0.11502531982942431,0.68,-0.13718917557302765,0.08838796381929633,0.84,0.02611940298507462,0.019401918976545807,0.3827753365674346,0.11702730426213491,0.3827753365674346,0.0,0.17295891120216036,0.2111073777198329,0.96,0.9216,0.96,0.68,0.896,0.68,0.11648,False,2.7648407282156005e-06,7.796535376462834e-07,0.013882226656202094,2.1179848212426706,18,utilization,0.00039455004304279705,0.105899,Feature Binning
region,region = West,categorical,738,1666,0.1476,0.3332,0.1511223868522441,Moderate Drift,0.6834648604983534,0.7127083988675684,0.029243538369215005,0.36692972099670684,0.42541679773513685,0.05848707673843001,0.3093270365997639,0.32716303304538596,0.01783599644562206,0.1802168021680217,0.336734693877551,0.15651789170952932,-2.4890923738539703,-1.9420647117648173,0.547027662089153,5.3002723083113485,4.892256406679945,-0.4080159016314031,0.030799037940379408,0.09219576830732293,0.06139673036694352,119013427.71,279015863.74,0.3369728334168289,0.15244525373640203,0.18452757968042685,shap_age,0.41437464641739485,"[{""feature"": ""dti"", ""psi"": 0.3732178533915588}, {""feature"": ""bureau_score"", ""psi"": 0.3245768780040877}, {""feature"": ""age"", ""psi"": 0.2843071747926652}, {""feature"": ""employment_type"", ""psi"": 0.12300628850969608}, {""feature"": ""utilization"", ""psi"": 0.013935170925848972}, {""feature"": ""region"", ""psi"": 0.0}]",0.18650722760397617,0.023364721579688785,561,-0.0719384542752863,0.15691507762960444,0.36,-0.08920943083587765,0.10264605243846472,0.96,-0.03596922713764315,0.07845753881480222,0.36,0.13010248814973147,0.1837095000601867,0.0,0.01977868339246265,0.07281603860487285,0.0,0.15651789170952932,0.06139673036694352,0.27949862616817855,0.20768320787202285,0.27949862616817855,0.5111048625689779,0.571146084694966,0.36978628149446474,0.64,0.96,0.64,0.0,0.0,0.0,0.5519999999999999,True,0.0,0.0,0.3369728334168289,2.087302081435785,19,region,0.1511223868522441,0.104365,Feature Binning
utilization,utilization <= 33.895,numeric,1337,1274,0.2674,0.2548,0.0006081609362199149,Stable,0.7151772310517239,0.7230024122519961,0.007825181200272202,0.43035446210344785,0.44600482450399226,0.015650362400544404,0.34386670140568976,0.34556164332329786,0.001694941917608106,0.10022438294689603,0.20800627943485087,0.10778189648795483,-3.249229112451329,-2.5030773975653466,0.7461517148859822,8.11886793036264,6.072138948487042,-2.0467289818755985,0.015506305160807778,0.04424186028257456,0.028735555121766784,211263093.54000002,213710054.94,0.25810175012093367,0.27060859030393636,-0.012506840183002688,shap_age,0.5664617055636958,"[{""feature"": ""bureau_score"", ""psi"": 0.40489175749553086}, {""feature"": ""dti"", ""psi"": 0.35736998179714774}, {""feature"": ""age"", ""psi"": 0.32422649851011964}, {""feature"": ""region"", ""psi"": 0.1985804024710782}, {""feature"": ""employment_type"", ""psi"": 0.13681793330185793}, {""feature"": ""utilization"", ""psi"": 0.007592051728057699}]",0.23824643755063202,0.019911163051608078,265,-0.0826569817707046,0.14056248122487658,0.92,-0.09058973387280582,0.09691320367698825,0.84,-0.0413284908853523,0.07028124061243829,0.92,0.0809788192361117,0.1310995380834573,0.0,0.0008159601412051058,0.038764869249673276,0.04,0.10778189648795483,0.028735555121766784,0.3261641149405437,0.2269995049347897,0.3261641149405437,0.32008114455242265,0.2614587537309359,0.2921735266198471,0.96,0.9496774193548387,0.96,0.0,0.18285714285714286,0.0,0.3894930875576037,True,0.0,0.0,0.25810175012093367,2.01689387399758,20,utilization,0.0006081609362199149,0.100845,Feature Binning
